Col_0,Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15,Col_16,Col_17,Col_18,Col_19,Col_20,Col_21,Col_22,Col_23,Col_24,Col_25,source_file,Col_26,Col_27,Col_28,Col_29
교보생명,교보더블업여성건강보험 (무배당),주계약,암 진단보험금 Ⅰ + 암 진단보험금 Ⅰ + 암 진단보험금 Ⅰ,"피보험자가 보험기간(종신) 중 “암 보장개시일” 이후에 “암”으로 진단확정 되었을 경우 (다만, 최초 1회의 진단확정에 한함)",※ 경과기간 20년 미만 [1년 이상] 보험가입금액의 100% [1년 미만] 보험가입금액의 50% ※ 경과기간 20년 이후 보험가입금액의 200%,"3,000만원 원",0 원,"293,400 원",2.50 %,-,-,-,119.4 %,-,-,-,-,기타,무해지/저해지환급,비갱신형,비유니버셜,대면채널,2026-01-01,"■필수기재사항 1. 가입나이 : 15세 ~ 최고70세 2. 보험기간 : 종신 ■선택기재사항 1. 저해약환급금형/일반형 2. 부가서비스 : 교보New헬스케어서비스 여성특화형 3. 보험료 예시기준 : 저해약환급금형(50%해지지급형), 40세가입, 주계약 보험가입금액 3천만원, 20년납, 월납 / (무)소액암진단특약(갱신형)Ⅳ 2형(의무부가,100세만기) 보험가입금액 1,000만원, 20년갱신 전기납, 월납 4. 적용이율 : 가입후 경과기간 15년 미만 2.5%/ 경과기간 15년 이상 2.0%",02-1588-1001,file_12.xls,,,,
교보생명,교보더블업여성건강보험 [D](무배당),주계약,암 진단보험금Ⅰ + 암 진단보험금Ⅰ + 암 진단보험금Ⅰ,"피보험자가 보험기간(종신) 중 “암 보장개시일” 이후에 “암”으로 진단확정 되었을 경우 (다만, 최초 1회의 진단확정에 한함)",※ 경과기간 20년 미만 [1년 이상] 보험가입금액의 100% [1년 미만] 보험가입금액의 50% ※ 경과기간 20년 이후 보험가입금액의 200%,"3,000만원 원",0 원,"293,400 원",2.50 %,-,-,-,119.4 %,-,-,-,-,기타,무해지/저해지환급,비갱신형,비유니버셜,TM,2026-01-01,"■필수기재사항 1. 가입나이 : 15세 ~ 최고70세 2. 보험기간 : 종신 ■선택기재사항 1. 저해약환급금형/일반형 2. 부가서비스 : 교보New헬스케어서비스 여성특화형 3. 보험료 예시기준 : 저해약환급금형(50%해지지급형), 40세가입, 주계약 보험가입금액 3천만원, 20년납, 월납 / (무)소액암진단특약(갱신형)Ⅳ 2형(의무부가,100세만기) 보험가입금액 1,000만원, 20년갱신 전기납, 월납 4. 적용이율 : 가입후 경과기간 15년 미만 2.5%/ 경과기간 15년 이상 2.0%",02-1588-1001,file_12.xls,,,,
교보생명,교보감염케어보험 23.11 (무배당),주계약,주요법정감염병 진단보험금 + 주요법정감염병 진단보험금 + 주요법정감염병 진단보험금,"피보험자가 보험기간 중 “주요법정감염병”으로 관할 보건소에 신고되어 감염병환자로 진단이 확정되었을 경우 (다만, “병원체보유자”는 해당되지 않음)",30만원(진단 1회당),"1,000만원","1,410 원","1,680 원",2.00 %,-,-,109.0 %,100.3 %,-,-,-,-,기타,순수보장,비갱신형,비유니버셜,대면채널,2026-01-01,"■필수기재사항 1. 가입나이 : 20 ~ 60세 2. 보험기간 : 1년 / 3년 3. 보험료 예시기준 : 보험가입금액 1,000만원, 40세, 3년만기, 월납 ■선택기재사항 1. 납입기간 : 전기납 2. 납입방법 : 월납 / 연납",1588-1001,file_12.xls,,,,
교보생명,교보감염케어보험 23.11 (무배당)[D],주계약,주요법정감염병 진단보험금 + 주요법정감염병 진단보험금 + 주요법정감염병 진단보험금,"피보험자가 보험기간 중 “주요법정감염병”으로 관할 보건소에 신고되어 감염병환자로 진단이 확정되었을 경우 (다만, “병원체보유자”는 해당되지 않음)",30만원(진단 1회당),"1,000만원","1,410 원","1,680 원",2.00 %,-,-,109.0 %,100.3 %,-,-,-,-,기타,순수보장,비갱신형,비유니버셜,TM,2026-01-01,"■필수기재사항 1. 가입나이 : 20 ~ 60세 2. 보험기간 : 1년 / 3년 3. 보험료 예시기준 : 보험가입금액 1,000만원, 40세, 3년만기, 월납 ■선택기재사항 1. 납입기간 : 전기납 2. 납입방법 : 월납 / 연납",1588-1001,file_12.xls,,,,
교보생명,교보e감염케어보험 23.11 (무배당),주계약,주요법정감염병 진단보험금 + 주요법정감염병 진단보험금 + 주요법정감염병 진단보험금,"피보험자가 보험기간 중 “주요법정감염병”으로 관할 보건소에 신고되어 감염병환자로 진단이 확정되었을 경우 (다만, “병원체보유자”는 해당되지 않음)",30만원(진단 1회당),"1,000만원","1,410 원","1,680 원",2.00 %,-,-,109.0 %,100.3 %,-,-,-,-,기타,순수보장,비갱신형,비유니버셜,CM,2026-01-01,"■필수기재사항 1. 가입나이 : 20 ~ 60세 2. 보험기간 : 1년 / 3년 3. 보험료 예시기준 : 보험가입금액 1,000만원, 40세, 3년만기, 월납 ■선택기재사항 1. 납입기간 : 전기납 2. 납입방법 : 월납 / 연납",1588-1001,file_12.xls,,,,
교보생명,교보e상해케어보험 23.11 (무배당),주계약,강력범죄위로금 + 강력범죄위로금 + 강력범죄위로금,피보험자가 보험기간 중 “강력범죄”를 직접적인 원인으로 “신체피해로 전치 1개월을 초과하는 상해”가 발생하였을 경우 (동일사고에 의한 경우 1회에 한함),300만원(사고 1회당),"1,000만원","3,300 원","2,130 원",2.00 %,-,-,92.5 %,85.6 %,-,-,-,-,기타,순수보장,비갱신형,비유니버셜,CM,2026-01-01,"■필수기재사항 1. 가입나이 : 20 ~ 60세 2. 보험기간 : 1년 3. 납입기간 : 전기납 ■선택기재사항 1. 보험료 예시기준 : 보험가입금액 1,000만원, 40세, 1년만기, 전기납, 월납",1588-1001,file_12.xls,,,,
교보생명,교보용종케어보험(무배당)[D],주계약,3대기관 양성 신생물 및 용종 수술보험금 + 3대기관 양성 신생물 및 용종 수술보험금 + 3대기관 양성 신생물 및 용종 수술보험금,"피보험자가 보험기간 중 ""3대기관 양성 신생물 및 용종""으로 진단이 확정되고 그 ""3대기관 양성 신생물 및 용종""의 직접적인 치료를 목적으로 ""수술""을 받았을 경우(다만, 연간 1회에 한함)",수술 1회당 10만원,"1,000만원","49,800 원","40,530 원",2.00 %,-,-,90.5 %,86.2 %,-,-,-,-,기타,순수보장,비갱신형,비유니버셜,TM,2026-01-01,"■필수기재사항 1. 가입나이 : 20 ~ 60세 2. 보험기간 : 1년 / 3년 3. 보험료 예시기준 : 보험가입금액 1,000만원, 40세, 3년만기, 일시납 ■선택기재사항 1. 납입기간 : 일시납",1588-1001,file_12.xls,,,,
교보생명,교보용종케어보험(무배당),주계약,3대기관 양성 신생물 및 용종 수술보험금 + 3대기관 양성 신생물 및 용종 수술보험금 + 3대기관 양성 신생물 및 용종 수술보험금,"피보험자가 보험기간 중 ""3대기관 양성 신생물 및 용종""으로 진단이 확정되고 그 ""3대기관 양성 신생물 및 용종""의 직접적인 치료를 목적으로 ""수술""을 받았을 경우(다만, 연간 1회에 한함)",수술 1회당 10만원,"1,000만원","49,800 원","40,530 원",2.00 %,-,-,90.5 %,86.2 %,-,-,-,-,기타,순수보장,비갱신형,비유니버셜,대면채널,2026-01-01,"■필수기재사항 1. 가입나이 : 20 ~ 60세 2. 보험기간 : 1년 / 3년 3. 보험료 예시기준 : 보험가입금액 1,000만원, 40세, 3년만기, 일시납 ■선택기재사항 1. 납입기간 : 일시납",1588-1001,file_12.xls,,,,
교보생명,교보e용종케어보험(무배당),주계약,3대기관 양성 신생물 및 용종 수술보험금 + 3대기관 양성 신생물 및 용종 수술보험금 + 3대기관 양성 신생물 및 용종 수술보험금,"피보험자가 보험기간 중 ""3대기관 양성 신생물 및 용종""으로 진단이 확정되고 그 ""3대기관 양성 신생물 및 용종""의 직접적인 치료를 목적으로 ""수술""을 받았을 경우(다만, 연간 1회에 한함)",수술 1회당 10만원,"1,000만원","49,800 원","40,530 원",2.00 %,-,-,90.5 %,86.2 %,-,-,-,-,기타,순수보장,비갱신형,비유니버셜,CM,2026-01-01,"■필수기재사항 1. 가입나이 : 20 ~ 60세 2. 보험기간 : 1년 / 3년 3. 보험료 예시기준 : 보험가입금액 1,000만원, 40세, 3년만기, 일시납 ■선택기재사항 1. 납입기간 : 일시납",1588-1001,file_12.xls,,,,
교보생명,교보e출산안심보험 (무배당),주계약,특정갑상선기능저하증 진단보험금 + 특정갑상선기능저하증 진단보험금 + 특정갑상선기능저하증 진단보험금,"피보험자가 보험기간 중 “특정 갑상선기능저하증”으로 진단 확정되었을 경우 (다만, 최초 1회에 한함)",30만원,"1,000만원",0 원,"13,230 원",2.00 %,-,-,-,102.2 %,-,-,-,-,기타,순수보장,비갱신형,비유니버셜,CM,2026-01-01,"■필수기재사항 1. 가입나이 : 20 ~ 47세 2. 보험기간 : 1년 3. 납입기간 : 일시납 ■선택기재사항 1. 보험료 예시기준 : 보험가입금액 1,000만원, 40세, 1년만기, 일시납 (피보험자는 임신한 여성에 한함)",1588-1001,file_12.xls,,,,
iM라이프,iM 프리미엄안심보험 무배당 2603 2종(장해보장형),주계약,장해생활비I + 장해생활비I + 장해생활비I,"2,505 원","466,766,775 원","3,000만원 원","1,098,000 원","646,200 원",2.75 %,-,-,133.5 %,128.0 %,-,-,-,-,기타,무해지/저해지환급,비갱신형,비유니버셜,대면채널 방카슈랑스,2026-03-03,"1. 가입나이 : 20세 ~ 최고 70세 2. 보험기간 : 90세/100세/110세만기 3. 납입기간 : 5/7/10/15/20년납 4. 보험료 및 보험가격지수 예시 기준 : 2종(장해보장형), 40세, 90세 만기, 20년납, 월납, 가입금액 3천만원 기준 5. 적용이율: 10년이내 연복리 2.75%, 10년초과 연복리 1.25%",1588-4770,file_12.xls,,,,
iM라이프,iM 프리미엄건강보험 무배당 2404 3종(3대질병보장형),주계약,고액암 진단금 + 고액암 진단금 + 고액암 진단금,피보험자가 보험기간 중 암보장개시일 이후에 고액암으로 진단이 확정되었을 때 (최초 1회에 한함),"8,958,429 원",12 원,"6,531,300 원","6,601,500 원",2.50 %,-,-,98.2 %,103 %,-,-,-,-,기타,만기환급,비갱신형,비유니버셜,대면채널 방카슈랑스,2024-04-01,"1. 가입나이 - 3종(3대질병보장형) 남자 0세~53세, 여자 0세~61세 2. 보험기간: 80세만기, 100세만기, 110세만기 3. 보험종류 - 1종(암보장형) / 2종(2대질병보장형) / 3종(3대질병보장형) 4. 보험료 및 보험가격지수 예시기준 : 40세, 80세만기, 20년납, 월납, 가입금액 3천만원, 3종(3대질병보장형) 기준",1588-4770,file_12.xls,,,,
iM라이프,iM 프리미엄건강보험 무배당 2404 2종(2대질병보장형),주계약,뇌출혈 진단금 + 뇌출혈 진단금 + 뇌출혈 진단금,피보험자가 보험기간 중 뇌출혈로 진단이 확정되었을 때 (최초 1회에 한함),"8,958,429 원",12 원,"3,514,500 원","3,149,100 원",2.50 %,-,-,90.5 %,90 %,-,-,-,-,기타,만기환급,비갱신형,비유니버셜,대면채널 방카슈랑스,2024-04-01,"1. 가입나이 - 2종(2대질병보장형) 80세만기: 남자 0세~60세, 여자 0세~60세 100세/110세만기: 남자 0세~68세, 여자 0세~70세 2. 보험기간: 80세만기, 100세만기, 110세만기 3. 보험종류 - 1종(암보장형) / 2종(2대질병보장형) / 3종(3대질병보장형) 4. 보험료 및 보험가격지수 예시기준 : 40세, 80세만기, 20년납, 월납, 가입금액 3천만원, 2종(2대질병보장형) 기준",1588-4770,file_12.xls,,,,
미래에셋생명,온라인 뇌심보장보험 무배당 [해약환급금이 없는 유형],주계약,1. 뇌경색증진단보험금 2. 뇌출혈진단보험금 3. 급성심근경색증진단보험금 + 1. 뇌경색증진단보험금 2. 뇌출혈진단보험금 3. 급성심근경색증진단보험금 + 1. 뇌경색증진단보험금 2,1. 피보험자가 보험기간 중 뇌경색증으로 진단 확정되었을 경우 (최초 1회한 지급) 2. 피보험자가 보험기간 중 뇌출혈로 진단 확정되었을 경우 (최초 1회한 지급) 3. 피보험자가 보험기간 중 급성심근경색증으로 진단 확정되었을 경우 (최초 1회한 지급),계약일로부터 1년 미만 : 보험가입금액의 50% 계약일로부터 1년 이후 : 보험가입금액의 100%,"2,000만원","60,564 원","36,060 원",2.25 %,-,-,114.6 %,110.6 %,-,-,-,-,기타,무해지/저해지환급,비갱신형,비유니버셜,CM,2026-02-01,"1. 보험기간 : 5년만기, 80세만기, 90세만기 2. 보험종류 : [뇌경색증·뇌출혈·급성심근경색증 보장형] (기본형, 해약환급금이 없는 유형) [뇌혈관질환·허혈성심장질환 보장형] (기본형, 해약환급금이 없는 유형) 3. 가입나이 : 만19세 ~ 60세 4. 납입기간 : 일시납, 10,15,20,25,30년납, 전기납 5. 납입주기 : 일시납, 연납, 월납 6. 보험가격지수 산출기준 : [뇌경색증·뇌출혈·급성심근경색증 보장형], 해약환급금이 없는 유형, 가입금액 2,000만원, 40세, 80세만기, 20년납, 월납 7. 보험료 산출기준 : [뇌경색증·뇌출혈·급성심근경색증 보장형], 해약환급금이 없는 유형, 가입금액 2,000만원, 40세, 80세만기, 20년납, 월납 8. 특이사항 : 「온라인 뇌심보장보험 무배당」은 인터넷으로 직접 가입하는 뇌 및 심장관련질환 보장 상품으로 [뇌경색증·뇌출혈·급성심근경색증 보장형] 및 [뇌혈관질환·허혈성심장질환 보장형] 으로 구성되어 있어 피보험자의 선호에 따라 선택하여 가입할 수 있으며, 만19세부터 60세까지 낮은 보험료로 가입이 가능합니다.",1588-0220,file_12.xls,,,,
미래에셋생명,온라인 뇌심보장보험 무배당 [기본형],주계약,1. 뇌경색증진단보험금 2. 뇌출혈진단보험금 3. 급성심근경색증진단보험금 + 1. 뇌경색증진단보험금 2. 뇌출혈진단보험금 3. 급성심근경색증진단보험금 + 1. 뇌경색증진단보험금 2,1. 피보험자가 보험기간 중 뇌경색증으로 진단 확정되었을 경우 (최초 1회한 지급) 2. 피보험자가 보험기간 중 뇌출혈로 진단 확정되었을 경우 (최초 1회한 지급) 3. 피보험자가 보험기간 중 급성심근경색증으로 진단 확정되었을 경우 (최초 1회한 지급),계약일로부터 1년 미만 : 보험가입금액의 50% 계약일로부터 1년 이후 : 보험가입금액의 100%,"2,000만원","68,196 원","40,896 원",2.25 %,-,-,105.1 %,100.4 %,-,-,-,-,기타,순수보장,비갱신형,비유니버셜,CM,2026-02-01,"1. 보험기간 : 5년만기, 80세만기, 90세만기 2. 보험종류 : [뇌경색증·뇌출혈·급성심근경색증 보장형] (기본형, 해약환급금이 없는 유형) [뇌혈관질환·허혈성심장질환 보장형] (기본형, 해약환급금이 없는 유형) 3. 가입나이 : 만19세 ~ 60세 4. 납입기간 : 일시납, 10,15,20,25,30년납, 전기납 5. 납입주기 : 일시납, 연납, 월납 6. 보험가격지수 산출기준 : [뇌경색증·뇌출혈·급성심근경색증 보장형], 기본형, 가입금액 2,000만원, 40세, 80세만기, 20년납, 월납 7. 보험료 산출기준 : [뇌경색증·뇌출혈·급성심근경색증 보장형], 기본형, 가입금액 2,000만원, 40세, 80세만기, 20년납, 월납 8. 특이사항 : 「온라인 뇌심보장보험 무배당」은 인터넷으로 직접 가입하는 뇌 및 심장관련질환 보장 상품으로 [뇌경색증·뇌출혈·급성심근경색증 보장형] 및 [뇌혈관질환·허혈성심장질환 보장형] 으로 구성되어 있어 피보험자의 선호에 따라 선택하여 가입할 수 있으며, 만19세부터 60세까지 낮은 보험료로 가입이 가능합니다.",1588-0220,file_12.xls,,,,
KDB생명,KDB든든한 건강보험(3대질병보장)(무),주계약,건강관리자금 + 건강관리자금 + 건강관리자금,보험기간 중 피보험자가 계약일로부터 20년이 되는 계약해당일까지 생존시,이미 납입한 보험료의 100%,"3,000만원","27,286,200 원","17,794,800 원",2.50 %,-,-,122.5 %,220.8 %,-,-,-,-,기타,만기환급,비갱신형,비유니버셜,방카슈랑스,2026-01-01,"1. 보험종목 -. 암보장(20년 일시지급, 25년 일시지급) -. 3대질병보장(20년 일시지급, 25년 일시지급) 2. 가입나이: 30세 ~ 최고 65세 3. 보험기간: 90세, 110세만기 4. 보험료 납입기간: 5년, 10년, 15년, 20년, 25년납 5. 보험료 납입주기: 월납, 연납 6. 보험료 예시기준: 3대질병보장, 20년 일시지급, 남자 40세, 여자 34세 주계약 보험가입금액 3,000만원, 90세만기, 20년납, 월납, 건강관리자금 제외 7. 보험가격지수 예시기준: 3대질병보장, 20년 일시지급, 남자 40세, 여자 37세, 주계약 보험가입금액 3,000만원, 90세만기, 20년납, 월납",1588-4040,file_12.xls,,,,
KDB생명,다이렉트 미니독감치료보험(무),주계약,독감치료보험금 + 독감치료보험금 + 독감치료보험금,"보험기간 중 피보험자가 독감(인플루엔자)보장개시일 이후에 독감(인플루엔자)으로 진단확정되고, 보험기간 중 그 질병의 치료를 직접적인 목적으로 독감 항바이러스제를 처방받았을 때(다만, 연간 1회한)",10만원,"1,000만원","8,700 원","12,000 원",2.50 %,-,-,96.1 %,94.7 %,-,-,-,-,기타,순수보장,비갱신형,비유니버셜,CM,2026-01-01,"1. 가입나이: 20세~65세 2. 보험기간: 1년 만기 3. 보험료 납입기간: 전기납 4. 보험료 납입주기: 연납 5. 보험료 예시기준: 40세, 주계약 보험가입금액 1,000만원, 1년만기, 전기납, 연납 6. 보험가격지수 예시기준: 40세, 주계약 보험가입금액 1,000만원, 1년만기, 전기납, 연납",1588-4040,file_12.xls,,,,
DB생명,(무)기후건강 보장보험(2407)(1형:열사병보장형),주계약,온열질환 진단비 + 온열질환 진단비 + 온열질환 진단비,보험기간 중 피보험자가 “온열질환”으로 진단이 확정된 경우(연간1회한),30만원,"1,000만원",540 원,540 원,3.00 %,-,-,156.6 %,170.5 %,-,-,-,-,기타,순수보장,비갱신형,비유니버셜,CM,2024-07-19,"1. 보험기간: 1년만기 2. 납입기간: 일시납 3. 가입연령 : 만19세 ~ 최고64세 4. 보험료 및 보험가격지수 예시 기준 - 주계약, 1년만기, 일시납, 주계약 가입금액 1,000만원(온열질환 진단비 30만원) ※ 기타 자세한 사항은 상품요약서 참조",1588-3131,file_12.xls,,,,
DB생명,(무)기후건강 보장보험(2407)(2형:기후종합형),주계약,온열질환 진단비 + 온열질환 진단비 + 온열질환 진단비,보험기간 중 피보험자가 “온열질환”으로 진단이 확정된 경우(연간1회한),30만원,"1,000만원","11,880 원","16,770 원",3.00 %,-,-,103.6 %,98.8 %,-,-,-,-,기타,순수보장,비갱신형,비유니버셜,CM,2024-07-19,"1. 보험기간: 1년만기 2. 납입기간: 일시납 3. 가입연령 : 만19세 ~ 최고64세 4. 보험료 및 보험가격지수 예시 기준 - 주계약, 1년만기, 일시납, 주계약 가입금액 1,000만원(온열질환 진단비, 한랭질환 진단비: 30만원/ 독감 항바이러스제 치료비: 10만원) ※ 기타 자세한 사항은 상품요약서 참조",1588-3131,file_12.xls,,,,
DB생명,(무)e로운 허혈성심장질환보장보험(해약환급금 미지급형)(2601),주계약,허혈성심장질환 진단자금 + 허혈성심장질환 진단자금 + 허혈성심장질환 진단자금,"보험기간 중 피보험자가 허혈성심장질환으로 진단이 확정되었을 경우(최초 1회에 한함) (다만, 보험계약일로부터 1년미만 지급사유 발생시 해당 진단자금의 50% 지급)","2,000만원","2,000만원","73,200 원","35,400 원",2.75 %,-,-,124.9 %,126.2 %,-,-,-,-,기타,무해지/저해지환급,비갱신형,비유니버셜,CM,2026-01-01,"1. 보험기간 : 80,90,100세만기 2. 납입기간: 10, 15, 20, 25, 30년납 3. 가입연령 : 만19세~최고 60세 *납입기간별로 가입나이는 차이가 있을 수 있습니다. 4. 보험료 예시 기준, 보험가격지수 예시 기준: 해약환급금 미지급형, 주계약 가입금액 2,000만원, 남/여 40세, 80세만기, 20년납, 월납 ※ 기타 자세한 사항은 상품요약서 참조",1588-3131,file_12.xls,,,,
DB생명,(무)e로운 뇌혈관질환보장보험(해약환급금 미지급형)(2601),주계약,뇌혈관질환 진단자금 + 뇌혈관질환 진단자금 + 뇌혈관질환 진단자금,"보험기간 중 피보험자가 뇌혈관질환으로 진단이 확정되었을 경우(최초 1회한) (다만, 보험계약일로부터 1년미만 지급사유 발생시 해당 진단자금의 50% 지급)","2,000만원","2,000만원","69,000 원","61,800 원",2.75 %,-,-,108.2 %,101.9 %,-,-,-,-,기타,무해지/저해지환급,비갱신형,비유니버셜,CM,2026-01-01,"1. 보험기간 : 80,90,100세만기 2. 납입기간: 10, 15, 20, 25, 30년납 3. 가입연령 : 만19세~최고 60세 *납입기간별로 가입나이는 차이가 있을 수 있습니다. 4. 보험료 예시 기준, 보험가격지수 예시 기준: 해약환급금 미지급형, 주계약 가입금액 2,000만원, 남/여 40세, 80세만기, 20년납, 월납 ※ 기타 자세한 사항은 상품요약서 참조",1588-3131,file_12.xls,,,,
DB생명,(무)e로운 12대기관 양성종양 및 3대기관 용종 수술보험(2504),주계약,12대기관 양성종양 및 3대기관 용종 수술급여금 + 12대기관 양성종양 및 3대기관 용종 수술급여금 + 12대기관 양성종양 및 3대기관 용종 수술급여금,"보험기간 중 피보험자가 “12대기관 양성종양 및 3대기관 용종”으로 진단이 확정되고, 보험기간 중 그 치료를 직접적인 목적으로 수술을 받았을 경우(연간1회한도)",10만원,"1,000만원","20,670 원","16,920 원",3.00 %,-,-,74.5 %,71.0 %,-,-,-,-,기타,순수보장,비갱신형,비유니버셜,CM,2026-01-01,"1. 보험기간: 1년, 2년만기 2. 납입기간: 일시납 3. 가입연령 : 만19세 ~ 최고60세 4. 보험료 및 보험가격지수 예시 기준 - 주계약, 2년만기, 일시납, 주계약 가입금액 1,000만원(12대기관 양성종양 및 3대기관 용종 수술급여금 10만원) ※ 기타 자세한 사항은 상품요약서 참조",1588-3131,file_12.xls,,,,
동양생명,(무)우리WON하는mini독감케어보험,주계약,독감항바이러스제치료비 + 독감항바이러스제치료비 + 독감항바이러스제치료비,"독감(인플루엔자) 보장개시일 이후에 ""독감(인플루엔자)""으로 진단확정되고 그 치료를 직접적인 목적으로 ""독감 항바이러스제""를 처방받았을 때(연간1회한)",보험가입금액,10만원,"9,780 원","13,860 원",2.90 %,-,-,84.0 %,80.2 %,-,-,-,-,기타,순수보장,비갱신형,비유니버셜,대면채널 CM,2026-01-01,"1. 가입나이: 20세~70세 2. 보험기간: 1년만기 3. 보험료 예시기준: 보험가입금액 10만원, 40세, 1년만기, 일시납 4. 보험가격지수 예시기준: 보험가입금액 10만원, 40세, 1년만기, 일시납",1577-1004,file_12.xls,,,,
메트라이프생명,무배당 위십이지장및대장용종진단보험,주계약,"위, 십이지장 및 대장 양성신생물(폴립포함) 진단보험금 + 위, 십이지장 및 대장 양성신생물(폴립포함) 진단보험금 + 위, 십이지장 및 대장 양성신생물(폴립포함) 진단보험금","피보험자가 보험기간 중 “위, 십이지장 및 대장 양성신생물(폴립포함)”으로 진단확정 되었을 때 (연간 1회를 한도로 함)",10 만원,100만원,"22,950 원","16,230 원",2.50 %,-,-,121.3 %,131.9 %,-,-,-,-,기타,순수보장,비갱신형,비유니버셜,CM,2024-04-01,"1. 가입나이: 20세~55세 2. 보험기간 : 1년만기 3. 납입기간 : 일시납 4. 가입금액 : 100만원 5. 보험가격지수 예시기준 : 1년만기, 일시납, 40세, 가입금액 100만원 6. 보험료 예시: 40세, 일시납, 1년만기, 가입금액 100만원",1588-9600,file_12.xls,,,,
KB라이프생명,KB 골든라이프 안심보험 무배당(상해보장형),주계약,재해사망보험금 + 재해사망보험금 + 재해사망보험금,피보험자가 보험기간 중 보장개시일 이후에 재해분류표에서 정하는 재해로 인하여 사망하였을 때,6억원,3000만원,"9,096,120 원","6,386,310 원",3.40 %,-,-,93.4 %,92.1 %,-,-,-,-,기타,순수보장,비갱신형,비유니버셜,방카슈랑스,2026-01-19,"1. 가입나이: 만15세 ~ 최대 75세 2. 보험기간: 110세만기 3. 납입기간 : 3년, 4년, 5년, 7년, 10년납 4. 보험료(주계약) 기준 : 40세, 110세만기, 10년납, 월납, 가입금액 : 3,000만원 5. 보험가격지수 기준 : 40세, 110세만기, 10년납, 월납, 가입금액 : 3,000만원 6. 적용이율: 10년 이내 3.40%, 10년 이후 2.0%",1588-3374,file_12.xls,,,,
신한라이프생명,신한SOL뇌심보험(무배당)(실속형),주계약,뇌출혈 진단급여금 + 뇌출혈 진단급여금 + 뇌출혈 진단급여금,"보험기간 중 피보험자가 “뇌출 혈”로 진단 확정 되었을 때 (다 만, 최초 1회의 진단확정에 한 함)","보험가입금액의 100% (다만, 계약일부터 1년 미만에 지급사유가 발생한 경우 “보험가입금액의 50%”를 지급함)","3,000만원","33,390 원","16,470 원",2.10 %,-,-,109.4 %,109.3 %,-,-,-,-,기타,순수보장,비갱신형,비유니버셜,CM,2026-01-01,"1. 보험기간 : 10년, 15년, 20년, 30년 / 80세, 90세만기 2. 납입기간 : 5년, 10년, 15년, 20년납 / 전기납 3. 가입나이 : 만19세~ 최대60세 4. 보험료 예시기준 및 보험가격지수 산출기준 : 40세, 80세 만기, 20년납, 월납, 가입금액 3,000만원, 실속형 ※ 내부 판매기준에 따라 가입이 제한될 수 있습니다.",1588-5580,file_12.xls,,,,
신한라이프생명,신한SOL뇌심보험(무배당)(고급형),주계약,뇌출혈 진단급여금 + 뇌출혈 진단급여금 + 뇌출혈 진단급여금,"보험기간 중 피보험자가 “뇌출혈”로 진단확정 되었을 때 (다만, 최초1회의 진단확정에 한함)","보험가입금액의 100% (다만, 계약일부터 1년 미만에 지급사유가 발생한 경우 “보험가입금액의 50%”를 지급함)","3,000만원","130,320 원","76,140 원",2.10 %,-,-,108.5 %,106.2 %,-,-,-,-,기타,순수보장,비갱신형,비유니버셜,CM,2026-01-01,"1. 보험기간 : 10년, 15년, 20년, 30년 / 80세, 90세만기 2. 납입기간 : 5년, 10년, 15년, 20년납 / 전기납 3. 가입나이 : 만19세~ 최대60세 4. 보험료 예시기준 및 보험가격지수 산출기준 : 40세, 80세 만기, 20년납, 월납, 가입금액 3,000만원, 고급형 ※ 내부 판매기준에 따라 가입이 제한될 수 있습니다.",1588-5580,file_12.xls,,,,
신한라이프생명,신한SOL독감보험 mini(무배당),주계약,환경성질환 입원급여금 + 환경성질환 입원급여금 + 환경성질환 입원급여금,"보험기간 중 피보험자가 “환경성질환”으로 인하여 그 직접적인 치료를 목적으로 보험기간 중 1일이상 계속하여 입원하였을 때(다만, 1회 입원당 120일 한도)",[입원일수 1일당] 보험가입금액의 0.2%,"1,000만원","46,500 원","62,700 원",2.10 %,-,-,89.2 %,84.0 %,-,-,-,-,기타,순수보장,비갱신형,비유니버셜,CM,2026-01-01,"1. 보험기간 : 5년만기 2. 보험형태 : 순수보장형 3. 가입나이 : 만19세 ~ 최고 70세 4. 보험료 납입주기 : 일시납 5. 보험료 예시 기준 : 가입금액 1,000만원, 5년만기, 일시납, 40세 6. 보험가격지수 예시기준 : 가입금액 1,000만원, 5년만기, 일시납, 40세 7. 적용이율 : 2.1%",1588-5580,file_12.xls,,,,
