보험회사,상품명,구분,담보명(급부명),지급사유,지급금액,가입금액,기준보험료,가입보험료,적용이율,갱신구분,판매채널,기준일자,상세안내,연락처,source_file,원본_열_0,원본_열_1,원본_열_2,원본_열_3,원본_열_4,원본_열_5,원본_열_6,원본_열_7,원본_열_8,원본_열_9,원본_열_10,원본_열_11,원본_열_12,원본_열_13,원본_열_14,원본_열_15,원본_열_16,원본_열_17,원본_열_18,원본_열_19,원본_열_20,원본_열_21,원본_열_22,원본_열_23,원본_열_24
동양생명,(무)우리WON하는쑥쑥어린이보장보험,주계약,암 진단비,"피보험자가 보험기간 중 기타피부암 갑상선암 , 제자리암 , 경계성종양으로 진단확정 되었을 때 또는 피보험자가 보험기간 중 암보장개시일 이후 암으로 진단확정 되었을 때 (각각 최초 1 회한)","[최초 계약해당일로부터 20 년 경과시점 계약해당일 이후] 암 10,000 만 원 기타피부암 :2,000 만원 갑상선암 : 2,000 만원 제자리암 : 2,000 만원 경계성종양 :2,000 만원","1,000만원 원",144070  원,"109,790  원",,,,,,,file_16.xls,동양생명,(무)우리WON하는쑥쑥어린이보장보험,주계약,암 진단비,"피보험자가 보험기간 중 기타피부암 갑상선암 , 제자리암 , 경계성종양으로 진단확정 되었을 때 또는 피보험자가 보험기간 중 암보장개시일 이후 암으로 진단확정 되었을 때 (각각 최초 1 회한)","[최초 계약해당일로부터 20 년 경과시점 계약해당일 이후] 암 10,000 만 원 기타피부암 :2,000 만원 갑상선암 : 2,000 만원 제자리암 : 2,000 만원 경계성종양 :2,000 만원","1,000만원 원",144070  원,"109,790  원",2.75 %,-,-,95.4 %,94.9 %,-,-,-,-,무해지/저해지환급,비갱신형,비유니버셜,대면채널  TM  기타,2026-03-16,"1. 가입나이 : 태아 ~ 최대 15 세 2. 상품형태 : 해약환급금 일부지급형Ⅲ / 표준형(미판매) 3. 보험기간 : 100 · 110세만기 4. 보험료 예시기준 : 주계약(가입금액 1 ,000 만원 , 해약환급금 일부지급형Ⅲ, 3대질환보장형 , 100 세만기 , 30 년납 , 5 세 , 월납) 5. 보험가격지수 예시기준 : 주보험 가입금액 1 ,000 만원 , 해약환급금 일부지급형Ⅲ, 3대질환보장형 , 100 세만기 , 30 년납 , 5 세 , 월납",1577-1004
동양생명,(무)우리WON하는쑥쑥어린이보장보험,주계약,뇌혈관 질환진단비,피보험자가 보험기간 중 뇌혈관질환으로 진단확정 되었을 때 (최초 1 회한),"[최초 계약해당일로부터 20 년 경과시점 계약해당일 전일 이전] 3,000만원 [최초 계약해당일로부터 20 년 경과시점 계약해당일 이후] 6,000만원","1,000만원 원",144070  원,"109,790  원",,,,,,,file_16.xls,동양생명,(무)우리WON하는쑥쑥어린이보장보험,주계약,뇌혈관 질환진단비,피보험자가 보험기간 중 뇌혈관질환으로 진단확정 되었을 때 (최초 1 회한),"[최초 계약해당일로부터 20 년 경과시점 계약해당일 전일 이전] 3,000만원 [최초 계약해당일로부터 20 년 경과시점 계약해당일 이후] 6,000만원","1,000만원 원",144070  원,"109,790  원",2.75 %,-,-,95.4 %,94.9 %,-,-,-,-,무해지/저해지환급,비갱신형,비유니버셜,대면채널  TM  기타,2026-03-16,"1. 가입나이 : 태아 ~ 최대 15 세 2. 상품형태 : 해약환급금 일부지급형Ⅲ / 표준형(미판매) 3. 보험기간 : 100 · 110세만기 4. 보험료 예시기준 : 주계약(가입금액 1 ,000 만원 , 해약환급금 일부지급형Ⅲ, 3대질환보장형 , 100 세만기 , 30 년납 , 5 세 , 월납) 5. 보험가격지수 예시기준 : 주보험 가입금액 1 ,000 만원 , 해약환급금 일부지급형Ⅲ, 3대질환보장형 , 100 세만기 , 30 년납 , 5 세 , 월납",1577-1004
동양생명,(무)우리WON하는쑥쑥어린이보장보험,주계약,허혈심장 질환진단비,피보험자가 보험기간 중 허혈심장질환으로 진단확정 되었을 경우 (최초 1 회한),"[최초 계약해당일로부터 20 년 경과시점 계약해당일 전일 이전] 3,000만원 [최초 계약해당일로부터 20 년 경과시점 계약해당일 이후] 6,000만원","1,000만원 원",144070  원,"109,790  원",,,,,,,file_16.xls,동양생명,(무)우리WON하는쑥쑥어린이보장보험,주계약,허혈심장 질환진단비,피보험자가 보험기간 중 허혈심장질환으로 진단확정 되었을 경우 (최초 1 회한),"[최초 계약해당일로부터 20 년 경과시점 계약해당일 전일 이전] 3,000만원 [최초 계약해당일로부터 20 년 경과시점 계약해당일 이후] 6,000만원","1,000만원 원",144070  원,"109,790  원",2.75 %,-,-,95.4 %,94.9 %,-,-,-,-,무해지/저해지환급,비갱신형,비유니버셜,대면채널  TM  기타,2026-03-16,"1. 가입나이 : 태아 ~ 최대 15 세 2. 상품형태 : 해약환급금 일부지급형Ⅲ / 표준형(미판매) 3. 보험기간 : 100 · 110세만기 4. 보험료 예시기준 : 주계약(가입금액 1 ,000 만원 , 해약환급금 일부지급형Ⅲ, 3대질환보장형 , 100 세만기 , 30 년납 , 5 세 , 월납) 5. 보험가격지수 예시기준 : 주보험 가입금액 1 ,000 만원 , 해약환급금 일부지급형Ⅲ, 3대질환보장형 , 100 세만기 , 30 년납 , 5 세 , 월납",1577-1004
동양생명,(무)우리WON하는쑥쑥어린이보장보험,주계약,신생아뇌출혈진단비,피보험자가 보험기간 중 신생아 뇌출혈로 진단확정 되었을 때 (최초 1 회한),"[최초 계약해당일로부터 20 년 경과시점 계약해당일 전일 이전] 300만원(다만, 태아계약에 한함)","1,000만원 원",144070  원,"109,790  원",,,,,,,file_16.xls,동양생명,(무)우리WON하는쑥쑥어린이보장보험,주계약,신생아뇌출혈진단비,피보험자가 보험기간 중 신생아 뇌출혈로 진단확정 되었을 때 (최초 1 회한),"[최초 계약해당일로부터 20 년 경과시점 계약해당일 전일 이전] 300만원(다만, 태아계약에 한함)","1,000만원 원",144070  원,"109,790  원",2.75 %,-,-,95.4 %,94.9 %,-,-,-,-,무해지/저해지환급,비갱신형,비유니버셜,대면채널  TM  기타,2026-03-16,"1. 가입나이 : 태아 ~ 최대 15 세 2. 상품형태 : 해약환급금 일부지급형Ⅲ / 표준형(미판매) 3. 보험기간 : 100 · 110세만기 4. 보험료 예시기준 : 주계약(가입금액 1 ,000 만원 , 해약환급금 일부지급형Ⅲ, 3대질환보장형 , 100 세만기 , 30 년납 , 5 세 , 월납) 5. 보험가격지수 예시기준 : 주보험 가입금액 1 ,000 만원 , 해약환급금 일부지급형Ⅲ, 3대질환보장형 , 100 세만기 , 30 년납 , 5 세 , 월납",1577-1004
동양생명,(무)우리WON하는쑥쑥어린이보장보험,주계약,암 진단비,"피보험자가 보험기간 중 기타피부암 갑상선암 , 제자리암 , 경계성종양으로 진단확정 되었을 때 또는 피보험자가 보험기간 중 암보장개시일 이후 암으로 진단확정 되었을 때 (각각 최초 1 회한)","[최초 계약해당일로부터 20 년 경과시점 계약해당일 전일 이전] 암 5,000 만 원 기타피부암 :1,000 만원 갑상선암 : 1,000 만원 제자리암 : 1,000 만원 경계성종양 :1,000 만원","1,000만원 원",182270  원,"148,330  원",,,,,,,file_16.xls,동양생명,(무)우리WON하는쑥쑥어린이보장보험,주계약,암 진단비,"피보험자가 보험기간 중 기타피부암 갑상선암 , 제자리암 , 경계성종양으로 진단확정 되었을 때 또는 피보험자가 보험기간 중 암보장개시일 이후 암으로 진단확정 되었을 때 (각각 최초 1 회한)","[최초 계약해당일로부터 20 년 경과시점 계약해당일 전일 이전] 암 5,000 만 원 기타피부암 :1,000 만원 갑상선암 : 1,000 만원 제자리암 : 1,000 만원 경계성종양 :1,000 만원","1,000만원 원",182270  원,"148,330  원",2.75 %,-,-,94.0 %,92.2 %,-,-,-,-,무해지/저해지환급,비갱신형,비유니버셜,대면채널  TM  기타,2026-03-16,"1. 가입나이 : 태아 ~ 최대 15 세 2. 상품형태 : 해약환급금 일부지급형Ⅲ / 표준형(미판매) 3. 보험기간 : 100 · 110세만기 4. 보험료 예시기준 : 주계약(가입금액 1 ,000 만원 , 해약환급금 일부지급형Ⅲ, 종합보장형 , 100 세만기 , 30 년납 , 5 세 , 월납) 5. 보험가격지수 예시기준 : 주보험 가입금액 1 ,000 만원 , 해약환급금 일부지급형Ⅲ, 종합보장형 , 100 세만기 , 30 년납 , 5 세 , 월납",1577-1004
동양생명,(무)우리WON하는쑥쑥어린이보장보험,주계약,암 진단비,"피보험자가 보험기간 중 기타피부암 갑상선암 , 제자리암 , 경계성종양으로 진단확정 되었을 때 또는 피보험자가 보험기간 중 암보장개시일 이후 암으로 진단확정 되었을 때 (각각 최초 1 회한)","[최초 계약해당일로부터 20 년 경과시점 계약해당일 이후] 암 10,000 만 원 기타피부암 :2,000 만원 갑상선암 : 2,000 만원 제자리암 : 2,000 만원 경계성종양 :2,000 만원","1,000만원 원",182270  원,"148,330  원",,,,,,,file_16.xls,동양생명,(무)우리WON하는쑥쑥어린이보장보험,주계약,암 진단비,"피보험자가 보험기간 중 기타피부암 갑상선암 , 제자리암 , 경계성종양으로 진단확정 되었을 때 또는 피보험자가 보험기간 중 암보장개시일 이후 암으로 진단확정 되었을 때 (각각 최초 1 회한)","[최초 계약해당일로부터 20 년 경과시점 계약해당일 이후] 암 10,000 만 원 기타피부암 :2,000 만원 갑상선암 : 2,000 만원 제자리암 : 2,000 만원 경계성종양 :2,000 만원","1,000만원 원",182270  원,"148,330  원",2.75 %,-,-,94.0 %,92.2 %,-,-,-,-,무해지/저해지환급,비갱신형,비유니버셜,대면채널  TM  기타,2026-03-16,"1. 가입나이 : 태아 ~ 최대 15 세 2. 상품형태 : 해약환급금 일부지급형Ⅲ / 표준형(미판매) 3. 보험기간 : 100 · 110세만기 4. 보험료 예시기준 : 주계약(가입금액 1 ,000 만원 , 해약환급금 일부지급형Ⅲ, 종합보장형 , 100 세만기 , 30 년납 , 5 세 , 월납) 5. 보험가격지수 예시기준 : 주보험 가입금액 1 ,000 만원 , 해약환급금 일부지급형Ⅲ, 종합보장형 , 100 세만기 , 30 년납 , 5 세 , 월납",1577-1004
동양생명,(무)우리WON하는쑥쑥어린이보장보험,주계약,뇌혈관 질환진단비,피보험자가 보험기간 중 뇌혈관질환으로 진단확정 되었을 때 (최초 1 회한),"[최초 계약해당일로부터 20 년 경과시점 계약해당일 전일 이전] 3,000만원 [최초 계약해당일로부터 20 년 경과시점 계약해당일 이후] 6,000만원","1,000만원 원",182270  원,"148,330  원",,,,,,,file_16.xls,동양생명,(무)우리WON하는쑥쑥어린이보장보험,주계약,뇌혈관 질환진단비,피보험자가 보험기간 중 뇌혈관질환으로 진단확정 되었을 때 (최초 1 회한),"[최초 계약해당일로부터 20 년 경과시점 계약해당일 전일 이전] 3,000만원 [최초 계약해당일로부터 20 년 경과시점 계약해당일 이후] 6,000만원","1,000만원 원",182270  원,"148,330  원",2.75 %,-,-,94.0 %,92.2 %,-,-,-,-,무해지/저해지환급,비갱신형,비유니버셜,대면채널  TM  기타,2026-03-16,"1. 가입나이 : 태아 ~ 최대 15 세 2. 상품형태 : 해약환급금 일부지급형Ⅲ / 표준형(미판매) 3. 보험기간 : 100 · 110세만기 4. 보험료 예시기준 : 주계약(가입금액 1 ,000 만원 , 해약환급금 일부지급형Ⅲ, 종합보장형 , 100 세만기 , 30 년납 , 5 세 , 월납) 5. 보험가격지수 예시기준 : 주보험 가입금액 1 ,000 만원 , 해약환급금 일부지급형Ⅲ, 종합보장형 , 100 세만기 , 30 년납 , 5 세 , 월납",1577-1004
동양생명,(무)우리WON하는쑥쑥어린이보장보험,주계약,허혈심장 질환진단비,피보험자가 보험기간 중 허혈심장질환으로 진단확정 되었을 경우 (최초 1 회한),"[최초 계약해당일로부터 20 년 경과시점 계약해당일 전일 이전] 3,000만원 [최초 계약해당일로부터 20 년 경과시점 계약해당일 이후] 6,000만원","1,000만원 원",182270  원,"148,330  원",,,,,,,file_16.xls,동양생명,(무)우리WON하는쑥쑥어린이보장보험,주계약,허혈심장 질환진단비,피보험자가 보험기간 중 허혈심장질환으로 진단확정 되었을 경우 (최초 1 회한),"[최초 계약해당일로부터 20 년 경과시점 계약해당일 전일 이전] 3,000만원 [최초 계약해당일로부터 20 년 경과시점 계약해당일 이후] 6,000만원","1,000만원 원",182270  원,"148,330  원",2.75 %,-,-,94.0 %,92.2 %,-,-,-,-,무해지/저해지환급,비갱신형,비유니버셜,대면채널  TM  기타,2026-03-16,"1. 가입나이 : 태아 ~ 최대 15 세 2. 상품형태 : 해약환급금 일부지급형Ⅲ / 표준형(미판매) 3. 보험기간 : 100 · 110세만기 4. 보험료 예시기준 : 주계약(가입금액 1 ,000 만원 , 해약환급금 일부지급형Ⅲ, 종합보장형 , 100 세만기 , 30 년납 , 5 세 , 월납) 5. 보험가격지수 예시기준 : 주보험 가입금액 1 ,000 만원 , 해약환급금 일부지급형Ⅲ, 종합보장형 , 100 세만기 , 30 년납 , 5 세 , 월납",1577-1004
동양생명,(무)우리WON하는쑥쑥어린이보장보험,주계약,질병및재해 수술비,피보험자가 보험기간 중 1~5 종 수술 분류표 에서 정한 수술을 받았을 때 (수술 1 회당),[최초 계약해당일로부터 20 년 경과시점 계약해당일 전일 이전] 1종 : 10만원 2종 : 20만원 3종 : 50만원 4종 : 100만원 5종 : 500만원,"1,000만원 원",182270  원,"148,330  원",,,,,,,file_16.xls,동양생명,(무)우리WON하는쑥쑥어린이보장보험,주계약,질병및재해 수술비,피보험자가 보험기간 중 1~5 종 수술 분류표 에서 정한 수술을 받았을 때 (수술 1 회당),[최초 계약해당일로부터 20 년 경과시점 계약해당일 전일 이전] 1종 : 10만원 2종 : 20만원 3종 : 50만원 4종 : 100만원 5종 : 500만원,"1,000만원 원",182270  원,"148,330  원",2.75 %,-,-,94.0 %,92.2 %,-,-,-,-,무해지/저해지환급,비갱신형,비유니버셜,대면채널  TM  기타,2026-03-16,"1. 가입나이 : 태아 ~ 최대 15 세 2. 상품형태 : 해약환급금 일부지급형Ⅲ / 표준형(미판매) 3. 보험기간 : 100 · 110세만기 4. 보험료 예시기준 : 주계약(가입금액 1 ,000 만원 , 해약환급금 일부지급형Ⅲ, 종합보장형 , 100 세만기 , 30 년납 , 5 세 , 월납) 5. 보험가격지수 예시기준 : 주보험 가입금액 1 ,000 만원 , 해약환급금 일부지급형Ⅲ, 종합보장형 , 100 세만기 , 30 년납 , 5 세 , 월납",1577-1004
동양생명,(무)우리WON하는쑥쑥어린이보장보험,주계약,질병및재해 수술비,피보험자가 보험기간 중 1~5 종 수술 분류표 에서 정한 수술을 받았을 때 (수술 1 회당),"[최초 계약해당일로부터 20 년 경과시점 계약해당일 이후] 1종 : 20만원 2종 : 40만원 3종 : 100만원 4종 : 200만원 5종 : 1,000만원","1,000만원 원",182270  원,"148,330  원",,,,,,,file_16.xls,동양생명,(무)우리WON하는쑥쑥어린이보장보험,주계약,질병및재해 수술비,피보험자가 보험기간 중 1~5 종 수술 분류표 에서 정한 수술을 받았을 때 (수술 1 회당),"[최초 계약해당일로부터 20 년 경과시점 계약해당일 이후] 1종 : 20만원 2종 : 40만원 3종 : 100만원 4종 : 200만원 5종 : 1,000만원","1,000만원 원",182270  원,"148,330  원",2.75 %,-,-,94.0 %,92.2 %,-,-,-,-,무해지/저해지환급,비갱신형,비유니버셜,대면채널  TM  기타,2026-03-16,"1. 가입나이 : 태아 ~ 최대 15 세 2. 상품형태 : 해약환급금 일부지급형Ⅲ / 표준형(미판매) 3. 보험기간 : 100 · 110세만기 4. 보험료 예시기준 : 주계약(가입금액 1 ,000 만원 , 해약환급금 일부지급형Ⅲ, 종합보장형 , 100 세만기 , 30 년납 , 5 세 , 월납) 5. 보험가격지수 예시기준 : 주보험 가입금액 1 ,000 만원 , 해약환급금 일부지급형Ⅲ, 종합보장형 , 100 세만기 , 30 년납 , 5 세 , 월납",1577-1004
