보험회사,상품명,구분,담보명(급부명),지급사유,지급금액,가입금액,기준보험료,가입보험료,적용이율,갱신구분,판매채널,기준일자,상세안내,연락처,납입주기,source_file
KB손보,KB 다치면 보장받는 플러스 상해보험(무배당)(26.01)_1종(연만기 자동갱신형) (월납),주계약,허혈성심장질환진단비(맞춤고지),보험기간 중 허혈성심장질환으로 진단 확정된 경우(1년미만 50%지급),,,,,,,,, 보험기간 중 허혈성심장질환으로 진단 확정된 경우(1년미만 50%지급),,월납,file_47.xls
KB손보,KB 다치면 보장받는 플러스 상해보험(무배당)(26.01)_1종(연만기 자동갱신형) (월납),주계약,뇌혈관질환진단비(맞춤고지),보험기간 중 뇌혈관질환으로 진단 확정된 경우(1년미만 50%지급),,,"104,830 원","52,170 원",,,,, KB 5.10.10 플러스 건강보험(세만기)(무배당)(26.01)_5종_2형(표준형해약환급금의 50‰지급형(납입기간이후))_건강고지형(10년고지) 보험기간 중 뇌혈관질환으로 진단 확정된 경우(1년미만 50%지급),,월납,file_47.xls
KB손보,KB 다치면 보장받는 플러스 상해보험(무배당)(26.01)_1종(연만기 자동갱신형) (월납),주계약,암진단비(유사암제외)(맞춤고지),보험기간 중 암보장개시일 이후에 암(유사암제외)으로 진단확정된 경우 (특정소액암의 경우 1년미만 50%지급),,,,,,,,, 보험기간 중 암보장개시일 이후에 암(유사암제외)으로 진단확정된 경우 (특정소액암의 경우 1년미만 50%지급),,월납,file_47.xls
KB손보,KB 다치면 보장받는 플러스 상해보험(무배당)(26.01)_1종(연만기 자동갱신형) (월납),주계약,일반상해사망(맞춤고지),보험기간 중 일반상해사고로 사망시,,,,,,,,,,,월납,file_47.xls
KB손보,KB 다치면 보장받는 플러스 상해보험(무배당)(26.01)_1종(연만기 자동갱신형) (월납),주계약,항암방사선치료비(맞춤고지),"보험기간 중 암보장개시일 이후에 암(기타피부암 및 갑상선암 제외) 또는 보험기간 중 기타피부암, 갑상선암으로 진단 확정되고, 항암방사선치료를 받은 경우",,,,,,,,," 보험기간 중 암보장개시일 이후에 암(기타피부암 및 갑상선암 제외) 또는 보험기간 중 기타피부암, 갑상선암으로 진단 확정되고, 항암방사선치료를 받은 경우 암(기타피부암 및 갑상선암 제외): 보험가입금액(최초1회한)기타피부암, 갑상선암: 보험가입금액의 20%(각각1회한)",,월납,file_47.xls
KB손보,KB 다치면 보장받는 플러스 상해보험(무배당)(26.01)_1종(연만기 자동갱신형) (월납),주계약,항암약물치료비(맞춤고지),"보험기간 중 암보장개시일 이후에 암(기타피부암 및 갑상선암 제외) 또는 보험기간 중 기타피부암, 갑상선암으로 진단 확정되고, 항암약물치료를 받은 경우",,,,,,,,," 보험기간 중 암보장개시일 이후에 암(기타피부암 및 갑상선암 제외) 또는 보험기간 중 기타피부암, 갑상선암으로 진단 확정되고, 항암약물치료를 받은 경우",,월납,file_47.xls
KB손보,KB 다치면 보장받는 플러스 상해보험(무배당)(26.01)_1종(연만기 자동갱신형) (월납),주계약,허혈성심장질환진단비(맞춤고지),보험기간 중 허혈성심장질환으로 진단 확정된 경우(1년미만 50%지급),,,,,,,,, 보험기간 중 허혈성심장질환으로 진단 확정된 경우(1년미만 50%지급),,월납,file_47.xls
KB손보,KB 다치면 보장받는 플러스 상해보험(무배당)(26.01)_1종(연만기 자동갱신형) (월납),주계약,뇌혈관질환진단비(맞춤고지),보험기간 중 뇌혈관질환으로 진단 확정된 경우(1년미만 50%지급),,,"55,570 원","37,840 원",,,,, KB 5.10.10 플러스 건강보험(세만기)(무배당)(26.01)_6종_2형(표준형해약환급금의 50‰지급형(납입기간이후))_건강고지형(10년고지) 보험기간 중 뇌혈관질환으로 진단 확정된 경우(1년미만 50%지급),,월납,file_47.xls
KB손보,KB 다치면 보장받는 플러스 상해보험(무배당)(26.01)_1종(연만기 자동갱신형) (월납),주계약,암진단비(유사암제외)(맞춤고지),보험기간 중 암보장개시일 이후에 암(유사암제외)으로 진단확정된 경우 (특정소액암의 경우 1년미만 50%지급),,,,,,,,, 보험기간 중 암보장개시일 이후에 암(유사암제외)으로 진단확정된 경우 (특정소액암의 경우 1년미만 50%지급),,월납,file_47.xls
KB손보,KB 다치면 보장받는 플러스 상해보험(무배당)(26.01)_1종(연만기 자동갱신형) (월납),주계약,일반상해사망(맞춤고지),보험기간 중 일반상해사고로 사망시,,,,,,,,,,,월납,file_47.xls
KB손보,KB 다치면 보장받는 플러스 상해보험(무배당)(26.01)_1종(연만기 자동갱신형) (월납),주계약,항암방사선치료비(맞춤고지),"보험기간 중 암보장개시일 이후에 암(기타피부암 및 갑상선암 제외) 또는 보험기간 중 기타피부암, 갑상선암으로 진단 확정되고, 항암방사선치료를 받은 경우",,,,,,,,," 보험기간 중 암보장개시일 이후에 암(기타피부암 및 갑상선암 제외) 또는 보험기간 중 기타피부암, 갑상선암으로 진단 확정되고, 항암방사선치료를 받은 경우 암(기타피부암 및 갑상선암 제외): 보험가입금액(최초1회한)기타피부암, 갑상선암: 보험가입금액의 20%(각각1회한)",,월납,file_47.xls
KB손보,KB 다치면 보장받는 플러스 상해보험(무배당)(26.01)_1종(연만기 자동갱신형) (월납),주계약,항암약물치료비(맞춤고지),"보험기간 중 암보장개시일 이후에 암(기타피부암 및 갑상선암 제외) 또는 보험기간 중 기타피부암, 갑상선암으로 진단 확정되고, 항암약물치료를 받은 경우",,,,,,,,," 보험기간 중 암보장개시일 이후에 암(기타피부암 및 갑상선암 제외) 또는 보험기간 중 기타피부암, 갑상선암으로 진단 확정되고, 항암약물치료를 받은 경우",,월납,file_47.xls
KB손보,KB 다치면 보장받는 플러스 상해보험(무배당)(26.01)_1종(연만기 자동갱신형) (월납),주계약,허혈성심장질환진단비(맞춤고지),보험기간 중 허혈성심장질환으로 진단 확정된 경우(1년미만 50%지급),,,,,,,,, 보험기간 중 허혈성심장질환으로 진단 확정된 경우(1년미만 50%지급),,월납,file_47.xls
DB손보,(무)New상해안심보험2601((금리확정형)고급플랜) (월납),주계약,상해사망,피보험자가 해당담보의 보험기간 중 급격하고도 우연한 외래의 사고로 신체에 상해를 입고 그 직접결과로써 사망한 경우,,,"4,500 원","2,600 원",,,,, (무)New상해안심보험2601((금리확정형)고급플랜) 피보험자가 해당담보의 보험기간 중 급격하고도 우연한 외래의 사고로 신체에 상해를 입고 그 직접결과로써 사망한 경우,,월납,file_47.xls
DB손보,(무)New상해안심보험2601((금리확정형)고급플랜) (월납),주계약,상해후유장해(20~100%),피보험자가 해당담보의 보험기간 중 급격하고도 우연한 외래의 사고로 신체에 상해를 입고 20~100% 후유장해가 발생할 경우,,,,,,,,, 피보험자가 해당담보의 보험기간 중 급격하고도 우연한 외래의 사고로 신체에 상해를 입고 20~100% 후유장해가 발생할 경우 보험가입금액(1억원) x 후유장해지급률,,월납,file_47.xls
DB손보,(무)New상해안심보험2601((금리연동형)종합플랜) (월납),주계약,골절진단비(치아포함),피보험자가 보험기간 중 상해사고로 골절진단을 받은 경우 가입금액 지급,,,"15,679 원","12,233 원",,,,, (무)New상해안심보험2601((금리연동형)종합플랜) 피보험자가 보험기간 중 상해사고로 골절진단을 받은 경우 가입금액 지급,,월납,file_47.xls
DB손보,(무)New상해안심보험2601((금리연동형)종합플랜) (월납),주계약,골절한방치료비Ⅱ(치아제외),"피보험자가 보험기간 중 상해사고로 골절진단(치아파절 제외)을 받은 후 그 치료를 목적으로 첩약, 약침 또는 특정한방물리요법을 이용하였을 경우",,,,,,,,," 피보험자가 보험기간 중 상해사고로 골절진단(치아파절 제외)을 받은 후 그 치료를 목적으로 첩약, 약침 또는 특정한방물리요법을 이용하였을 경우",,월납,file_47.xls
DB손보,(무)New상해안심보험2601((금리연동형)종합플랜) (월납),주계약,"상해CT검사지원비(급여,연간1회한)",피보험자가 보험기간 중 상해의 진단 및 치료를 위해,,,,,,,,, 피보험자가 보험기간 중 상해의 진단 및 치료를 위해,,월납,file_47.xls
DB손보,(무)New상해안심보험2601((금리연동형)종합플랜) (월납),주계약,"상해MRI검사지원비(급여,연간1회한)",,,,,,,,,,,,월납,file_47.xls
DB손보,(무)New상해안심보험2601((금리연동형)종합플랜) (월납),주계약,상해사망·후유장해(3~100%),"피보험자가 해당담보의 보험기간 중 상해사고로 사망하거나, 상해사고로 후유장해(3~100%)가 발생한경우",,,,,,,,," 피보험자가 해당담보의 보험기간 중 상해사고로 사망하거나, 상해사고로 후유장해(3~100%)가 발생한경우",,월납,file_47.xls
DB손보,(무)New상해안심보험2601((금리연동형)종합플랜) (월납),주계약,상해수술 한방치료비Ⅱ,"피보험자가 보험기간 중 상해사고가 발생하여 그 직접결과로써 수술을 받은 후 그 치료를 목적으로 첩약, 약침 또는 특정한방물리요법을 이용하였을 경우",,,,,,,,," 피보험자가 보험기간 중 상해사고가 발생하여 그 직접결과로써 수술을 받은 후 그 치료를 목적으로 첩약, 약침 또는 특정한방물리요법을 이용하였을 경우",,월납,file_47.xls
DB손보,(무)New상해안심보험2601((금리연동형)종합플랜) (월납),주계약,상해수술비(동일사고당1회지급),"피보험자가 보험기간 중 상해사고가 발생하여 그 직접결과로써 수술을 받은 경우 (단, 동일한 상해사고로 인하여 두 종류 이상의 수술을 받거나 같은 종류의 수술을 2회 이상 받는 경우에는 1회에 한하여 보장)",,,,,,,,," 피보험자가 보험기간 중 상해사고가 발생하여 그 직접결과로써 수술을 받은 경우 (단, 동일한 상해사고로 인하여 두 종류 이상의 수술을 받거나 같은 종류의 수술을 2회 이상 받는 경우에는 1회에 한하여 보장)",,월납,file_47.xls
DB손보,(무)New상해안심보험2601((금리연동형)종합플랜) (월납),주계약,상해중환자실입원일당(1일이상180일한도),피보험자가 보험기간 중 상해사고로 인하여 중환자실에 입원하여 치료를 받은 경우,,,,,,,,, 상해중환자실입원일당(1일이상180일한도) 피보험자가 보험기간 중 상해사고로 인하여 중환자실에 입원하여 치료를 받은 경우,,월납,file_47.xls
DB손보,(무)New상해안심보험2601((금리연동형)종합플랜) (월납),주계약,"창상봉합술치료비(1일1회한,연간3회한)","피보험자가 이 특별약관의 보험기간 중에 상해의 직접결과로써, 그 치료를 목적으로 “급여 창상봉합술(안면부 3cm이상, 그 외 5cm이상)”를 받은 경우(단, 1일 1회, 연간3회에 한하여 지급)",,,,,,,,," 창상봉합술치료비(1일1회한,연간3회한) 피보험자가 이 특별약관의 보험기간 중에 상해의 직접결과로써, 그 치료를 목적으로 “급여 창상봉합술(안면부 3cm이상, 그 외 5cm이상)”를 받은 경우(단, 1일 1회, 연간3회에 한하여 지급)",,월납,file_47.xls
DB손보,(무)New상해안심보험2601((금리연동형)종합플랜) (월납),주계약,"창상봉합술치료비(안면부, 1일1회한,연간3회한)","피보험자가 이 특별약관의 보험기간 중에 상해의 직접결과로써, 그 치료를 목적으로 “급여 안면부창상봉합술(3cm이상)”를 받은 경우(단, 1일 1회, 연간3회에 한하여 지급)",,,,,,,,," 창상봉합술치료비(안면부, 1일1회한,연간3회한) 피보험자가 이 특별약관의 보험기간 중에 상해의 직접결과로써, 그 치료를 목적으로 “급여 안면부창상봉합술(3cm이상)”를 받은 경우(단, 1일 1회, 연간3회에 한하여 지급)",,월납,file_47.xls
