보험회사,상품명,구분,담보명(급부명),지급사유,지급금액,가입금액,기준보험료,가입보험료,적용이율,갱신구분,판매채널,기준일자,상세안내,연락처,납입주기,source_file
NH농협생명,농작업근로자NH안전보험(무배당) (월납),주계약,간병급여금,피보험자가 보험기간 중에 동일한 농업작업안전재해로 인하여 장해분류표 상의 여러 신체부위의 장해지급률을 더하여 50% 이상인 장해상태가 되었을 때 또는 동일한 농업작업안전질병으로 인하여 장해분류표 상의 여러 신체부위의 장해지급률을 더하여 80% 이상인 장해상태가 되었을 때(각각 최초 1회 한),500만원,"1,000만원","2,525 원","2,525 원",,,,,"1. 가입나이 : 만15세 ~ 87세 2. 가입한도 : 1,000만원 단일 3. 보험기간 : 1종(일반형)의 경우 1일~89일(일단위), 2종(외국인계절근로자(E-8)형)의 경우 3개월~8개월(월단위) 4. 판매채널 : 방카슈랑스(농·축협) 5. 위 보험료 예시는 주계약 1종(일반형), 기본형, 40세, 89일만기, 일시납, 주계약 가입금액 1,000만원기준입니다. 6. 위 보험가격지수 예시는 주계약 1종(일반형), 기본형, 40세, 1년만기, 일시납, 주계약 가입금액 1,000만원기준입니다.",,월납,file_15.xls
NH농협생명,농작업근로자NH안전보험(무배당) (월납),주계약,휴업(입원)급여금,피보험자가 보험기간 중에 농업작업안전재해 또는 농업작업안전질병으로 인하여 그 치료를 직접목적으로 4일 이상 계속하여 입원하였을 때(1회 입원당 120일 한도),2만원(3일 초과 입원 1일당),"1,000만원","2,525 원","2,525 원",,,,,"1. 가입나이 : 만15세 ~ 87세 2. 가입한도 : 1,000만원 단일 3. 보험기간 : 1종(일반형)의 경우 1일~89일(일단위), 2종(외국인계절근로자(E-8)형)의 경우 3개월~8개월(월단위) 4. 판매채널 : 방카슈랑스(농·축협) 5. 위 보험료 예시는 주계약 1종(일반형), 기본형, 40세, 89일만기, 일시납, 주계약 가입금액 1,000만원기준입니다. 6. 위 보험가격지수 예시는 주계약 1종(일반형), 기본형, 40세, 1년만기, 일시납, 주계약 가입금액 1,000만원기준입니다.",,월납,file_15.xls
NH농협생명,농작업근로자NH안전보험(무배당) (월납),주계약,재활급여금(고도장해),피보험자가 보험기간 중에 동일한 농업작업안전재해 또는 동일한 농업작업안전질병으로 인하여 장해분류표 상의 여러 신체부위의 장해지급률을 더하여 80% 이상인 장해상태가 되었을 때(최초 1회 한),500만원,"1,000만원","2,525 원","2,525 원",,,,,"1. 가입나이 : 만15세 ~ 87세 2. 가입한도 : 1,000만원 단일 3. 보험기간 : 1종(일반형)의 경우 1일~89일(일단위), 2종(외국인계절근로자(E-8)형)의 경우 3개월~8개월(월단위) 4. 판매채널 : 방카슈랑스(농·축협) 5. 위 보험료 예시는 주계약 1종(일반형), 기본형, 40세, 89일만기, 일시납, 주계약 가입금액 1,000만원기준입니다. 6. 위 보험가격지수 예시는 주계약 1종(일반형), 기본형, 40세, 1년만기, 일시납, 주계약 가입금액 1,000만원기준입니다.",,월납,file_15.xls
NH농협생명,농작업근로자NH안전보험(무배당) (월납),주계약,재활급여금(재해장해),피보험자가 보험기간 중에 농업작업안전재해로 인하여 장해분류표에서 정한 장해지급률 중 3%이상 80% 미만 장해상태가 되었을 때,500만원 X 장해율,"1,000만원","2,525 원","2,525 원",,,,,"1. 가입나이 : 만15세 ~ 87세 2. 가입한도 : 1,000만원 단일 3. 보험기간 : 1종(일반형)의 경우 1일~89일(일단위), 2종(외국인계절근로자(E-8)형)의 경우 3개월~8개월(월단위) 4. 판매채널 : 방카슈랑스(농·축협) 5. 위 보험료 예시는 주계약 1종(일반형), 기본형, 40세, 89일만기, 일시납, 주계약 가입금액 1,000만원기준입니다. 6. 위 보험가격지수 예시는 주계약 1종(일반형), 기본형, 40세, 1년만기, 일시납, 주계약 가입금액 1,000만원기준입니다.",,월납,file_15.xls
NH농협생명,농작업근로자NH안전보험(무배당) (월납),주계약,특정감염병진단급여금,피보험자가 보험기간 중에 특정감염병으로 진단 확정되었을 때,30만원(진단1회당),"1,000만원","2,525 원","2,525 원",,,,,"1. 가입나이 : 만15세 ~ 87세 2. 가입한도 : 1,000만원 단일 3. 보험기간 : 1종(일반형)의 경우 1일~89일(일단위), 2종(외국인계절근로자(E-8)형)의 경우 3개월~8개월(월단위) 4. 판매채널 : 방카슈랑스(농·축협) 5. 위 보험료 예시는 주계약 1종(일반형), 기본형, 40세, 89일만기, 일시납, 주계약 가입금액 1,000만원기준입니다. 6. 위 보험가격지수 예시는 주계약 1종(일반형), 기본형, 40세, 1년만기, 일시납, 주계약 가입금액 1,000만원기준입니다.",,월납,file_15.xls
NH농협생명,농작업근로자NH안전보험(무배당) (월납),주계약,특정질병수술급여금,피보험자가 보험기간 중에 특정질병으로 수술을 받았을 때,30만원(수술1회당),"1,000만원","2,525 원","2,525 원",,,,,"1. 가입나이 : 만15세 ~ 87세 2. 가입한도 : 1,000만원 단일 3. 보험기간 : 1종(일반형)의 경우 1일~89일(일단위), 2종(외국인계절근로자(E-8)형)의 경우 3개월~8개월(월단위) 4. 판매채널 : 방카슈랑스(농·축협) 5. 위 보험료 예시는 주계약 1종(일반형), 기본형, 40세, 89일만기, 일시납, 주계약 가입금액 1,000만원기준입니다. 6. 위 보험가격지수 예시는 주계약 1종(일반형), 기본형, 40세, 1년만기, 일시납, 주계약 가입금액 1,000만원기준입니다.",,월납,file_15.xls
NH농협생명,농작업근로자NH안전보험(무배당) (월납),주계약,상해·질병치료급여금,피보험자가 보험기간 중에 농업작업안전재해 또는 농업작업안전질병으로 치료를 받았을 때,"- 입원 5,000만원 한도 - 통원 20만원, 처방 10만원 한도 - 도수치료 350만원, 주사료 250만원, MRI 300만원 한도","1,000만원","2,525 원","2,525 원",,,,,"1. 가입나이 : 만15세 ~ 87세 2. 가입한도 : 1,000만원 단일 3. 보험기간 : 1종(일반형)의 경우 1일~89일(일단위), 2종(외국인계절근로자(E-8)형)의 경우 3개월~8개월(월단위) 4. 판매채널 : 방카슈랑스(농·축협) 5. 위 보험료 예시는 주계약 1종(일반형), 기본형, 40세, 89일만기, 일시납, 주계약 가입금액 1,000만원기준입니다. 6. 위 보험가격지수 예시는 주계약 1종(일반형), 기본형, 40세, 1년만기, 일시납, 주계약 가입금액 1,000만원기준입니다.",,월납,file_15.xls
NH농협생명,온라인농업인NH안전보험(무배당) (월납),주계약,유족급여금,피보험자가 보험기간 중에 농업작업안전재해 또는 농업작업안전질병으로 사망하였을 때,"6,000만원","1,000만원","8,108 원","8,108 원",,,,,"1. 가입나이 : 만19세 ~ 87세 2. 가입한도 : 1,000만원 단일 3. 보험기간 : 1년만기 4. 판매채널 : CM 5. 위 보험료 및 보험가격지수 예시는 주계약 기본형 일반형, 40세, 1년만기, 연납, 주계약 가입금액 1,000만원기준입니다. 6. 온라인농업인NH안전보험은 일반1형 및 산재형만 가입가능하며, 특약은 부가할 수 없습니다.",,월납,file_15.xls
NH농협생명,온라인농업인NH안전보험(무배당) (월납),주계약,장례비,피보험자가 보험기간 중에 농업작업안전재해 또는 농업작업안전질병으로 사망하였을 때,100만원,"1,000만원","8,108 원","8,108 원",,,,,"1. 가입나이 : 만19세 ~ 87세 2. 가입한도 : 1,000만원 단일 3. 보험기간 : 1년만기 4. 판매채널 : CM 5. 위 보험료 및 보험가격지수 예시는 주계약 기본형 일반형, 40세, 1년만기, 연납, 주계약 가입금액 1,000만원기준입니다. 6. 온라인농업인NH안전보험은 일반1형 및 산재형만 가입가능하며, 특약은 부가할 수 없습니다.",,월납,file_15.xls
NH농협생명,온라인농업인NH안전보험(무배당) (월납),주계약,고도장해급여금,피보험자가 보험기간 중에 동일한 농업작업안전재해 또는 동일한 농업작업안전질병으로 인하여 장해분류표 상의 여러 신체부위의 장해지급률을 더하여 80% 이상인 장해상태가 되었을 때(최초 1회 한),"5,000만원","1,000만원","8,108 원","8,108 원",,,,,"1. 가입나이 : 만19세 ~ 87세 2. 가입한도 : 1,000만원 단일 3. 보험기간 : 1년만기 4. 판매채널 : CM 5. 위 보험료 및 보험가격지수 예시는 주계약 기본형 일반형, 40세, 1년만기, 연납, 주계약 가입금액 1,000만원기준입니다. 6. 온라인농업인NH안전보험은 일반1형 및 산재형만 가입가능하며, 특약은 부가할 수 없습니다.",,월납,file_15.xls
NH농협생명,온라인농업인NH안전보험(무배당) (월납),주계약,재해장해급여금,피보험자가 보험기간 중에 농업작업안전재해로 인하여 장해분류표에서 정한 장해지급률 중 3%이상 80% 미만 장해상태가 되었을 때,"5,000만원 X 장해율","1,000만원","8,108 원","8,108 원",,,,,"1. 가입나이 : 만19세 ~ 87세 2. 가입한도 : 1,000만원 단일 3. 보험기간 : 1년만기 4. 판매채널 : CM 5. 위 보험료 및 보험가격지수 예시는 주계약 기본형 일반형, 40세, 1년만기, 연납, 주계약 가입금액 1,000만원기준입니다. 6. 온라인농업인NH안전보험은 일반1형 및 산재형만 가입가능하며, 특약은 부가할 수 없습니다.",,월납,file_15.xls
NH농협생명,온라인농업인NH안전보험(무배당) (월납),주계약,간병급여금,피보험자가 보험기간 중에 동일한 농업작업안전재해로 인하여 장해분류표 상의 여러 신체부위의 장해지급률을 더하여 50% 이상인 장해상태가 되었을 때 또는 동일한 농업작업안전질병으로 인하여 장해분류표 상의 여러 신체부위의 장해지급률을 더하여 80% 이상인 장해상태가 되었을 때(각각 최초 1회 한),500만원,"1,000만원","8,108 원","8,108 원",,,,,"1. 가입나이 : 만19세 ~ 87세 2. 가입한도 : 1,000만원 단일 3. 보험기간 : 1년만기 4. 판매채널 : CM 5. 위 보험료 및 보험가격지수 예시는 주계약 기본형 일반형, 40세, 1년만기, 연납, 주계약 가입금액 1,000만원기준입니다. 6. 온라인농업인NH안전보험은 일반1형 및 산재형만 가입가능하며, 특약은 부가할 수 없습니다.",,월납,file_15.xls
NH농협생명,온라인농업인NH안전보험(무배당) (월납),주계약,휴업(입원)급여금,피보험자가 보험기간 중에 농업작업안전재해 또는 농업작업안전질병으로 인하여 그 치료를 직접목적으로 4일 이상 계속하여 입원하였을 때(1회 입원당 120일 한도),2만원(3일 초과 입원 1일당),"1,000만원","8,108 원","8,108 원",,,,,"1. 가입나이 : 만19세 ~ 87세 2. 가입한도 : 1,000만원 단일 3. 보험기간 : 1년만기 4. 판매채널 : CM 5. 위 보험료 및 보험가격지수 예시는 주계약 기본형 일반형, 40세, 1년만기, 연납, 주계약 가입금액 1,000만원기준입니다. 6. 온라인농업인NH안전보험은 일반1형 및 산재형만 가입가능하며, 특약은 부가할 수 없습니다.",,월납,file_15.xls
NH농협생명,온라인농업인NH안전보험(무배당) (월납),주계약,재활급여금(고도장해),피보험자가 보험기간 중에 동일한 농업작업안전재해 또는 동일한 농업작업안전질병으로 인하여 장해분류표 상의 여러 신체부위의 장해지급률을 더하여 80% 이상인 장해상태가 되었을 때(최초 1회 한),500만원,"1,000만원","8,108 원","8,108 원",,,,,"1. 가입나이 : 만19세 ~ 87세 2. 가입한도 : 1,000만원 단일 3. 보험기간 : 1년만기 4. 판매채널 : CM 5. 위 보험료 및 보험가격지수 예시는 주계약 기본형 일반형, 40세, 1년만기, 연납, 주계약 가입금액 1,000만원기준입니다. 6. 온라인농업인NH안전보험은 일반1형 및 산재형만 가입가능하며, 특약은 부가할 수 없습니다.",,월납,file_15.xls
NH농협생명,온라인농업인NH안전보험(무배당) (월납),주계약,재활급여금(재해장해),피보험자가 보험기간 중에 농업작업안전재해로 인하여 장해분류표에서 정한 장해지급률 중 3%이상 80% 미만 장해상태가 되었을 때,500만원 X 장해율,"1,000만원","8,108 원","8,108 원",,,,,"1. 가입나이 : 만19세 ~ 87세 2. 가입한도 : 1,000만원 단일 3. 보험기간 : 1년만기 4. 판매채널 : CM 5. 위 보험료 및 보험가격지수 예시는 주계약 기본형 일반형, 40세, 1년만기, 연납, 주계약 가입금액 1,000만원기준입니다. 6. 온라인농업인NH안전보험은 일반1형 및 산재형만 가입가능하며, 특약은 부가할 수 없습니다.",,월납,file_15.xls
NH농협생명,온라인농업인NH안전보험(무배당) (월납),주계약,특정감염병진단급여금,피보험자가 보험기간 중에 특정감염병으로 진단 확정되었을 때,30만원(진단1회당),"1,000만원","8,108 원","8,108 원",,,,,"1. 가입나이 : 만19세 ~ 87세 2. 가입한도 : 1,000만원 단일 3. 보험기간 : 1년만기 4. 판매채널 : CM 5. 위 보험료 및 보험가격지수 예시는 주계약 기본형 일반형, 40세, 1년만기, 연납, 주계약 가입금액 1,000만원기준입니다. 6. 온라인농업인NH안전보험은 일반1형 및 산재형만 가입가능하며, 특약은 부가할 수 없습니다.",,월납,file_15.xls
NH농협생명,온라인농업인NH안전보험(무배당) (월납),주계약,특정질병수술급여금,피보험자가 보험기간 중에 특정질병으로 수술을 받았을 때,30만원(수술1회당),"1,000만원","8,108 원","8,108 원",,,,,"1. 가입나이 : 만19세 ~ 87세 2. 가입한도 : 1,000만원 단일 3. 보험기간 : 1년만기 4. 판매채널 : CM 5. 위 보험료 및 보험가격지수 예시는 주계약 기본형 일반형, 40세, 1년만기, 연납, 주계약 가입금액 1,000만원기준입니다. 6. 온라인농업인NH안전보험은 일반1형 및 산재형만 가입가능하며, 특약은 부가할 수 없습니다.",,월납,file_15.xls
NH농협생명,온라인농업인NH안전보험(무배당) (월납),주계약,상해·질병치료급여금,피보험자가 보험기간 중에 농업작업안전재해 또는 농업작업안전질병으로 치료를 받았을 때,"- 입원 5,000만원 한도 - 통원 20만원, 처방 10만원 한도 - 도수치료 350만원, 주사료 250만원, MRI 300만원 한도","1,000만원","8,108 원","8,108 원",,,,,"1. 가입나이 : 만19세 ~ 87세 2. 가입한도 : 1,000만원 단일 3. 보험기간 : 1년만기 4. 판매채널 : CM 5. 위 보험료 및 보험가격지수 예시는 주계약 기본형 일반형, 40세, 1년만기, 연납, 주계약 가입금액 1,000만원기준입니다. 6. 온라인농업인NH안전보험은 일반1형 및 산재형만 가입가능하며, 특약은 부가할 수 없습니다.",,월납,file_15.xls
NH농협생명,농업인NH안전보험(무배당) (월납),주계약,유족급여금,피보험자가 보험기간 중에 농업작업안전재해 또는 농업작업안전질병으로 사망하였을 때,"6,000만원","1,000만원","8,108 원","8,108 원",,,,,"1. 가입나이 : 만15세 ~ 87세 2. 가입한도 : 1,000만원 단일 3. 보험기간 : 1년만기 4. 판매채널 : 방카슈랑스(농·축협) 5. 위 보험료 및 보험가격지수 예시는 주계약 기본형 일반1형, 40세, 1년만기, 연납, 주계약 가입금액 1,000만원기준입니다. 6. 위 특약보험료 예시는 40세, 1년만기, 연납 기준이며, 농업인재해골절특약(무), 농업인깁스치료특약(무)의 경우 가입금액 10만원, 농업인장제비지원특약(무)의 경우 가입금액 100만원, 농업인재해사망특약(무)의 경우 가입금액 1,000만원 기준입니다.",,월납,file_15.xls
NH농협생명,농업인NH안전보험(무배당) (월납),주계약,장례비,피보험자가 보험기간 중에 농업작업안전재해 또는 농업작업안전질병으로 사망하였을 때,100만원,"1,000만원","8,108 원","8,108 원",,,,,"1. 가입나이 : 만15세 ~ 87세 2. 가입한도 : 1,000만원 단일 3. 보험기간 : 1년만기 4. 판매채널 : 방카슈랑스(농·축협) 5. 위 보험료 및 보험가격지수 예시는 주계약 기본형 일반1형, 40세, 1년만기, 연납, 주계약 가입금액 1,000만원기준입니다. 6. 위 특약보험료 예시는 40세, 1년만기, 연납 기준이며, 농업인재해골절특약(무), 농업인깁스치료특약(무)의 경우 가입금액 10만원, 농업인장제비지원특약(무)의 경우 가입금액 100만원, 농업인재해사망특약(무)의 경우 가입금액 1,000만원 기준입니다.",,월납,file_15.xls
NH농협생명,농업인NH안전보험(무배당) (월납),주계약,고도장해급여금,피보험자가 보험기간 중에 동일한 농업작업안전재해 또는 동일한 농업작업안전질병으로 인하여 장해분류표 상의 여러 신체부위의 장해지급률을 더하여 80% 이상인 장해상태가 되었을 때(최초 1회 한),"5,000만원","1,000만원","8,108 원","8,108 원",,,,,"1. 가입나이 : 만15세 ~ 87세 2. 가입한도 : 1,000만원 단일 3. 보험기간 : 1년만기 4. 판매채널 : 방카슈랑스(농·축협) 5. 위 보험료 및 보험가격지수 예시는 주계약 기본형 일반1형, 40세, 1년만기, 연납, 주계약 가입금액 1,000만원기준입니다. 6. 위 특약보험료 예시는 40세, 1년만기, 연납 기준이며, 농업인재해골절특약(무), 농업인깁스치료특약(무)의 경우 가입금액 10만원, 농업인장제비지원특약(무)의 경우 가입금액 100만원, 농업인재해사망특약(무)의 경우 가입금액 1,000만원 기준입니다.",,월납,file_15.xls
NH농협생명,농업인NH안전보험(무배당) (월납),주계약,재해장해급여금,피보험자가 보험기간 중에 농업작업안전재해로 인하여 장해분류표에서 정한 장해지급률 중 3%이상 80% 미만 장해상태가 되었을 때,"5,000만원 X 장해율","1,000만원","8,108 원","8,108 원",,,,,"1. 가입나이 : 만15세 ~ 87세 2. 가입한도 : 1,000만원 단일 3. 보험기간 : 1년만기 4. 판매채널 : 방카슈랑스(농·축협) 5. 위 보험료 및 보험가격지수 예시는 주계약 기본형 일반1형, 40세, 1년만기, 연납, 주계약 가입금액 1,000만원기준입니다. 6. 위 특약보험료 예시는 40세, 1년만기, 연납 기준이며, 농업인재해골절특약(무), 농업인깁스치료특약(무)의 경우 가입금액 10만원, 농업인장제비지원특약(무)의 경우 가입금액 100만원, 농업인재해사망특약(무)의 경우 가입금액 1,000만원 기준입니다.",,월납,file_15.xls
NH농협생명,농업인NH안전보험(무배당) (월납),주계약,간병급여금,피보험자가 보험기간 중에 동일한 농업작업안전재해로 인하여 장해분류표 상의 여러 신체부위의 장해지급률을 더하여 50% 이상인 장해상태가 되었을 때 또는 동일한 농업작업안전질병으로 인하여 장해분류표 상의 여러 신체부위의 장해지급률을 더하여 80% 이상인 장해상태가 되었을 때(각각 최초 1회 한),500만원,"1,000만원","8,108 원","8,108 원",,,,,"1. 가입나이 : 만15세 ~ 87세 2. 가입한도 : 1,000만원 단일 3. 보험기간 : 1년만기 4. 판매채널 : 방카슈랑스(농·축협) 5. 위 보험료 및 보험가격지수 예시는 주계약 기본형 일반1형, 40세, 1년만기, 연납, 주계약 가입금액 1,000만원기준입니다. 6. 위 특약보험료 예시는 40세, 1년만기, 연납 기준이며, 농업인재해골절특약(무), 농업인깁스치료특약(무)의 경우 가입금액 10만원, 농업인장제비지원특약(무)의 경우 가입금액 100만원, 농업인재해사망특약(무)의 경우 가입금액 1,000만원 기준입니다.",,월납,file_15.xls
NH농협생명,농업인NH안전보험(무배당) (월납),주계약,휴업(입원)급여금,피보험자가 보험기간 중에 농업작업안전재해 또는 농업작업안전질병으로 인하여 그 치료를 직접목적으로 4일 이상 계속하여 입원하였을 때(1회 입원당 120일 한도),2만원(3일 초과 입원 1일당),"1,000만원","8,108 원","8,108 원",,,,,"1. 가입나이 : 만15세 ~ 87세 2. 가입한도 : 1,000만원 단일 3. 보험기간 : 1년만기 4. 판매채널 : 방카슈랑스(농·축협) 5. 위 보험료 및 보험가격지수 예시는 주계약 기본형 일반1형, 40세, 1년만기, 연납, 주계약 가입금액 1,000만원기준입니다. 6. 위 특약보험료 예시는 40세, 1년만기, 연납 기준이며, 농업인재해골절특약(무), 농업인깁스치료특약(무)의 경우 가입금액 10만원, 농업인장제비지원특약(무)의 경우 가입금액 100만원, 농업인재해사망특약(무)의 경우 가입금액 1,000만원 기준입니다.",,월납,file_15.xls
NH농협생명,농업인NH안전보험(무배당) (월납),주계약,재활급여금(고도장해),피보험자가 보험기간 중에 동일한 농업작업안전재해 또는 동일한 농업작업안전질병으로 인하여 장해분류표 상의 여러 신체부위의 장해지급률을 더하여 80% 이상인 장해상태가 되었을 때(최초 1회 한),500만원,"1,000만원","8,108 원","8,108 원",,,,,"1. 가입나이 : 만15세 ~ 87세 2. 가입한도 : 1,000만원 단일 3. 보험기간 : 1년만기 4. 판매채널 : 방카슈랑스(농·축협) 5. 위 보험료 및 보험가격지수 예시는 주계약 기본형 일반1형, 40세, 1년만기, 연납, 주계약 가입금액 1,000만원기준입니다. 6. 위 특약보험료 예시는 40세, 1년만기, 연납 기준이며, 농업인재해골절특약(무), 농업인깁스치료특약(무)의 경우 가입금액 10만원, 농업인장제비지원특약(무)의 경우 가입금액 100만원, 농업인재해사망특약(무)의 경우 가입금액 1,000만원 기준입니다.",,월납,file_15.xls
NH농협생명,농업인NH안전보험(무배당) (월납),주계약,재활급여금(재해장해),피보험자가 보험기간 중에 농업작업안전재해로 인하여 장해분류표에서 정한 장해지급률 중 3%이상 80% 미만 장해상태가 되었을 때,500만원 X 장해율,"1,000만원","8,108 원","8,108 원",,,,,"1. 가입나이 : 만15세 ~ 87세 2. 가입한도 : 1,000만원 단일 3. 보험기간 : 1년만기 4. 판매채널 : 방카슈랑스(농·축협) 5. 위 보험료 및 보험가격지수 예시는 주계약 기본형 일반1형, 40세, 1년만기, 연납, 주계약 가입금액 1,000만원기준입니다. 6. 위 특약보험료 예시는 40세, 1년만기, 연납 기준이며, 농업인재해골절특약(무), 농업인깁스치료특약(무)의 경우 가입금액 10만원, 농업인장제비지원특약(무)의 경우 가입금액 100만원, 농업인재해사망특약(무)의 경우 가입금액 1,000만원 기준입니다.",,월납,file_15.xls
NH농협생명,농업인NH안전보험(무배당) (월납),주계약,특정감염병진단급여금,피보험자가 보험기간 중에 특정감염병으로 진단 확정되었을 때,30만원(진단1회당),"1,000만원","8,108 원","8,108 원",,,,,"1. 가입나이 : 만15세 ~ 87세 2. 가입한도 : 1,000만원 단일 3. 보험기간 : 1년만기 4. 판매채널 : 방카슈랑스(농·축협) 5. 위 보험료 및 보험가격지수 예시는 주계약 기본형 일반1형, 40세, 1년만기, 연납, 주계약 가입금액 1,000만원기준입니다. 6. 위 특약보험료 예시는 40세, 1년만기, 연납 기준이며, 농업인재해골절특약(무), 농업인깁스치료특약(무)의 경우 가입금액 10만원, 농업인장제비지원특약(무)의 경우 가입금액 100만원, 농업인재해사망특약(무)의 경우 가입금액 1,000만원 기준입니다.",,월납,file_15.xls
NH농협생명,농업인NH안전보험(무배당) (월납),주계약,특정질병수술급여금,피보험자가 보험기간 중에 특정질병으로 수술을 받았을 때,30만원(수술1회당),"1,000만원","8,108 원","8,108 원",,,,,"1. 가입나이 : 만15세 ~ 87세 2. 가입한도 : 1,000만원 단일 3. 보험기간 : 1년만기 4. 판매채널 : 방카슈랑스(농·축협) 5. 위 보험료 및 보험가격지수 예시는 주계약 기본형 일반1형, 40세, 1년만기, 연납, 주계약 가입금액 1,000만원기준입니다. 6. 위 특약보험료 예시는 40세, 1년만기, 연납 기준이며, 농업인재해골절특약(무), 농업인깁스치료특약(무)의 경우 가입금액 10만원, 농업인장제비지원특약(무)의 경우 가입금액 100만원, 농업인재해사망특약(무)의 경우 가입금액 1,000만원 기준입니다.",,월납,file_15.xls
NH농협생명,농업인NH안전보험(무배당) (월납),주계약,상해·질병치료급여금,피보험자가 보험기간 중에 농업작업안전재해 또는 농업작업안전질병으로 치료를 받았을 때,"- 입원 5,000만원 한도 - 통원 20만원, 처방 10만원 한도 - 도수치료 350만원, 주사료 250만원, MRI 300만원 한도","1,000만원","8,108 원","8,108 원",,,,,"1. 가입나이 : 만15세 ~ 87세 2. 가입한도 : 1,000만원 단일 3. 보험기간 : 1년만기 4. 판매채널 : 방카슈랑스(농·축협) 5. 위 보험료 및 보험가격지수 예시는 주계약 기본형 일반1형, 40세, 1년만기, 연납, 주계약 가입금액 1,000만원기준입니다. 6. 위 특약보험료 예시는 40세, 1년만기, 연납 기준이며, 농업인재해골절특약(무), 농업인깁스치료특약(무)의 경우 가입금액 10만원, 농업인장제비지원특약(무)의 경우 가입금액 100만원, 농업인재해사망특약(무)의 경우 가입금액 1,000만원 기준입니다.",,월납,file_15.xls
NH농협생명,농업인NH안전보험(무배당) (월납),특약,농업인재해골절특약(무),"""보험기간 중 재해를 원인으로 골절(치아파절 제외)이 발생한 때""",10만원,10만원,442 원,442 원,,,,,"1. 가입나이 : 만15세 ~ 87세 2. 가입한도 : 1,000만원 단일 3. 보험기간 : 1년만기 4. 판매채널 : 방카슈랑스(농·축협) 5. 위 보험료 및 보험가격지수 예시는 주계약 기본형 일반1형, 40세, 1년만기, 연납, 주계약 가입금액 1,000만원기준입니다. 6. 위 특약보험료 예시는 40세, 1년만기, 연납 기준이며, 농업인재해골절특약(무), 농업인깁스치료특약(무)의 경우 가입금액 10만원, 농업인장제비지원특약(무)의 경우 가입금액 100만원, 농업인재해사망특약(무)의 경우 가입금액 1,000만원 기준입니다.",,월납,file_15.xls
NH농협생명,농업인NH안전보험(무배당) (월납),특약,농업인장제비지원특약(무),보험기간 중 사망시,100만원,100만원,967 원,967 원,,,,,"1. 가입나이 : 만15세 ~ 87세 2. 가입한도 : 1,000만원 단일 3. 보험기간 : 1년만기 4. 판매채널 : 방카슈랑스(농·축협) 5. 위 보험료 및 보험가격지수 예시는 주계약 기본형 일반1형, 40세, 1년만기, 연납, 주계약 가입금액 1,000만원기준입니다. 6. 위 특약보험료 예시는 40세, 1년만기, 연납 기준이며, 농업인재해골절특약(무), 농업인깁스치료특약(무)의 경우 가입금액 10만원, 농업인장제비지원특약(무)의 경우 가입금액 100만원, 농업인재해사망특약(무)의 경우 가입금액 1,000만원 기준입니다.",,월납,file_15.xls
NH농협생명,농업인NH안전보험(무배당) (월납),특약,농업인재해사망특약(무),보험기간 중 재해로 사망시,"1,000만원","1,000만원",950 원,950 원,,,,,"1. 가입나이 : 만15세 ~ 87세 2. 가입한도 : 1,000만원 단일 3. 보험기간 : 1년만기 4. 판매채널 : 방카슈랑스(농·축협) 5. 위 보험료 및 보험가격지수 예시는 주계약 기본형 일반1형, 40세, 1년만기, 연납, 주계약 가입금액 1,000만원기준입니다. 6. 위 특약보험료 예시는 40세, 1년만기, 연납 기준이며, 농업인재해골절특약(무), 농업인깁스치료특약(무)의 경우 가입금액 10만원, 농업인장제비지원특약(무)의 경우 가입금액 100만원, 농업인재해사망특약(무)의 경우 가입금액 1,000만원 기준입니다.",,월납,file_15.xls
NH농협생명,농업인NH안전보험(무배당) (월납),특약,농업인깁스치료특약(무),보험기간 중 ‘깁스(Cast)’치료를 받은 때,10만원,10만원,142 원,142 원,,,,,"1. 가입나이 : 만15세 ~ 87세 2. 가입한도 : 1,000만원 단일 3. 보험기간 : 1년만기 4. 판매채널 : 방카슈랑스(농·축협) 5. 위 보험료 및 보험가격지수 예시는 주계약 기본형 일반1형, 40세, 1년만기, 연납, 주계약 가입금액 1,000만원기준입니다. 6. 위 특약보험료 예시는 40세, 1년만기, 연납 기준이며, 농업인재해골절특약(무), 농업인깁스치료특약(무)의 경우 가입금액 10만원, 농업인장제비지원특약(무)의 경우 가입금액 100만원, 농업인재해사망특약(무)의 경우 가입금액 1,000만원 기준입니다.",,월납,file_15.xls
교보라이프플래닛,"(무)교보라플안심보험(상해보장형, 표준형) (월납)",주계약,재해사망보험금,피보험자가 보험기간 중 재해 분류표에서 정한 재해를 원인으로 사망하였을 때,6억원,"3,000만원","44,000 원","23,500 원",,,,,"1. 가입나이 : 만 19세 ~ 최대 65세 2. 보험기간 : 90세/100세/110세만기 3. 보험료 예시 기준 : 보험가입금액 3,000만원, 40세, 90세만기, 20년납, 월납 4. 보험료 납입기간 : 5년/7년/10년/15년/20년납 5. 보험료 납입주기 : 월납 6. 가입한도 : 보험가입금액 최저 10만원 ~ 최고 7,000만원 7. 보험가격지수 : 보험가입금액 3,000만원, 40세, 90세만기, 20년납, 월납 8. 적용이율 : 10년 이하 연 복리 3.00%, 10년 초과 연 복리 1.5%",,월납,file_15.xls
