보험회사,상품명,구분,담보명(급부명),지급사유,지급금액,가입금액,남성보험료,여성보험료,기준보험료,가입보험료,적용이율,갱신구분,판매채널,기준일자,상세안내,연락처,source_file,원본_열_0,원본_열_1,원본_열_2,원본_열_3,원본_열_4,원본_열_5,원본_열_6,원본_열_7,원본_열_8,원본_열_9,원본_열_10,원본_열_11,원본_열_12,원본_열_13,원본_열_14,원본_열_15,원본_열_16,원본_열_17,원본_열_18,원본_열_19,원본_열_20,원본_열_21,원본_열_22,원본_열_23,원본_열_24,원본_열_25,원본_열_26,원본_열_27
DB손보,(무)더간단 펫블리 반려견보험2605(1종),,반려동물의료비Ⅴ(슬관절/고관절탈구포함(1년이후))(실손),반려동물이 의료비 보장개시일 이후에 상해 또는 질병으로 인하여 국내에서 수의사에게 치료를 받은 경우(슬관절/고관절 포함),보험가입금액(2000만원),,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,반려동물의료비Ⅴ(슬관절/고관절탈구포함(1년이후))(실손),반려동물이 의료비 보장개시일 이후에 상해 또는 질병으로 인하여 국내에서 수의사에게 치료를 받은 경우(슬관절/고관절 포함),보험가입금액(2000만원),,,,,,,,,,,,,,,,,,,,,,
DB손보,(무)더간단 펫블리 반려견보험2605(1종),,반려동물의료비Ⅴ치과및구강질환확장(실손),"치석제거 및 치아부정교합 등 치과치료비용, 구강내 질환을 원인으로 국내에서 수의사에게 치료를 받은 경우",,,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,반려동물의료비Ⅴ치과및구강질환확장(실손),"치석제거 및 치아부정교합 등 치과치료비용, 구강내 질환을 원인으로 국내에서 수의사에게 치료를 받은 경우",,,,,,,,,,,,,,,,,,,,,,,
DB손보,(무)더간단 펫블리 반려견보험2605(1종),,반려동물의료비Ⅴ특정피부약물치료확장(실손),특정피부약물치료를 원인으로 국내에서 수의사에게 치료를 받은 경우,,,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,반려동물의료비Ⅴ특정피부약물치료확장(실손),특정피부약물치료를 원인으로 국내에서 수의사에게 치료를 받은 경우,,,,,,,,,,,,,,,,,,,,,,,
DB손보,(무)더간단 펫블리 반려견보험2605(1종),,반려동물장례지원비(갱신형),보험증권에 기재된 반려동물이 보험기간 중에 사망한 경우,보험가입금액(30만원),,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,반려동물장례지원비(갱신형),보험증권에 기재된 반려동물이 보험기간 중에 사망한 경우,보험가입금액(30만원),,,,,,,,,,,,,,,,,,,,,,
DB손보,(무)더간단 펫블리 반려견보험2605(2종),(무)더간단 펫블리 반려견보험2605(2종),개물림사고 벌금(실손)(갱신형),"반려동물(개)의 행위에 기인하는 개물림 사고로 동물보호법 제97조(벌칙) 제1항 3호, 동물보호법 제97조(벌칙) 제2항 4호, 형법 제266조(과실치상), 형법 제267조(과실치사)에 따른 벌금형이 확정된 경우",보험가입금액(3000만원),"22,038","22,038 원",115 원,115 원,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,DB손보,(무)더간단 펫블리 반려견보험2605(2종),개물림사고 벌금(실손)(갱신형),"반려동물(개)의 행위에 기인하는 개물림 사고로 동물보호법 제97조(벌칙) 제1항 3호, 동물보호법 제97조(벌칙) 제2항 4호, 형법 제266조(과실치상), 형법 제267조(과실치사)에 따른 벌금형이 확정된 경우",보험가입금액(3000만원),"22,038","22,038",115.1,115.1,,,,,,,,,,,,,,,,,,
DB손보,(무)더간단 펫블리 반려견보험2605(2종),,반려동물의료비Ⅵ(슬관절/고관절탈구포함(1년이후))(실손),반려동물이 의료비 보장개시일 이후에 상해 또는 질병으로 인하여 국내에서 수의사에게 치료를 받은 경우(슬관절/고관절 포함),보험가입금액(2000만원),,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,반려동물의료비Ⅵ(슬관절/고관절탈구포함(1년이후))(실손),반려동물이 의료비 보장개시일 이후에 상해 또는 질병으로 인하여 국내에서 수의사에게 치료를 받은 경우(슬관절/고관절 포함),보험가입금액(2000만원),,,,,,,,,,,,,,,,,,,,,,
DB손보,(무)더간단 펫블리 반려견보험2605(2종),,반려동물의료비Ⅵ치과및구강질환확장(실손),"치석제거 및 치아부정교합 등 치과치료비용, 구강내 질환을 원인으로 국내에서 수의사에게 치료를 받은 경우",,,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,반려동물의료비Ⅵ치과및구강질환확장(실손),"치석제거 및 치아부정교합 등 치과치료비용, 구강내 질환을 원인으로 국내에서 수의사에게 치료를 받은 경우",,,,,,,,,,,,,,,,,,,,,,,
DB손보,(무)더간단 펫블리 반려견보험2605(2종),,반려동물의료비Ⅵ특정피부약물치료확장(실손),특정피부약물치료를 원인으로 국내에서 수의사에게 치료를 받은 경우,,,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,반려동물의료비Ⅵ특정피부약물치료확장(실손),특정피부약물치료를 원인으로 국내에서 수의사에게 치료를 받은 경우,,,,,,,,,,,,,,,,,,,,,,,
DB손보,(무)다이렉트 펫블리 반려견보험2605(CM),(무)다이렉트 펫블리 반려견보험2605(CM),반려동물의료비Ⅵ(슬관절/고관절탈구포함(1년이후))(실손),반려동물이 의료비 보장개시일 이후에 상해 또는 질병으로 인하여 국내에서 수의사에게 치료를 받은 경우(슬관절/고관절 포함),보험가입금액(1000만원),"29,956","29,956 원",105 원,104 원,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,DB손보,(무)다이렉트 펫블리 반려견보험2605(CM),반려동물의료비Ⅵ(슬관절/고관절탈구포함(1년이후))(실손),반려동물이 의료비 보장개시일 이후에 상해 또는 질병으로 인하여 국내에서 수의사에게 치료를 받은 경우(슬관절/고관절 포함),보험가입금액(1000만원),"29,956","29,936",105.1,104.5,,,,,,,,,,,,,,,,,,
DB손보,(무)다이렉트 펫블리 반려견보험2605(CM),,반려동물의료비Ⅵ치과및구강질환확장(실손),"치석제거 및 치아부정교합 등 치과치료비용, 구강내 질환을 원인으로 국내에서 수의사에게 치료를 받은 경우",,,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,반려동물의료비Ⅵ치과및구강질환확장(실손),"치석제거 및 치아부정교합 등 치과치료비용, 구강내 질환을 원인으로 국내에서 수의사에게 치료를 받은 경우",,,,,,,,,,,,,,,,,,,,,,,
DB손보,(무)다이렉트 펫블리 반려견보험2605(CM),,반려동물의료비Ⅵ특정피부약물치료확장(실손),특정피부약물치료를 원인으로 국내에서 수의사에게 치료를 받은 경우,,,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,반려동물의료비Ⅵ특정피부약물치료확장(실손),특정피부약물치료를 원인으로 국내에서 수의사에게 치료를 받은 경우,,,,,,,,,,,,,,,,,,,,,,,
DB손보,(무)다이렉트 펫블리 반려견보험2605(CM),,반려동물장례지원비(갱신형),보험증권에 기재된 반려동물이 보험기간 중에 사망한 경우,보험가입금액(30만원),,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,반려동물장례지원비(갱신형),보험증권에 기재된 반려동물이 보험기간 중에 사망한 경우,보험가입금액(30만원),,,,,,,,,,,,,,,,,,,,,,
DB손보,(무)다이렉트 펫블리 반려견보험2605(CM),,상해80%이상후유장해(최초1회한),피보험자가 보험기간 중 급격하고도 우연한 외래의 사고로 인해 신체에 상해를 입고 그 직접결과로써 80%이상 후유장해가 발생한 경우,보험가입금액(1000만원),,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,상해80%이상후유장해(최초1회한),피보험자가 보험기간 중 급격하고도 우연한 외래의 사고로 인해 신체에 상해를 입고 그 직접결과로써 80%이상 후유장해가 발생한 경우,보험가입금액(1000만원),,,,,,,,,,,,,,,,,,,,,,
DB손보,(무)펫블리 반려묘보험2605,(무)펫블리 반려묘보험2605,반려동물 장례지원비(고양이),반려동물이 장례지원비 보장개시일(계약일로부터 30일이 지난날의 다음날) 이후에 사망한 경우,보험가입금액(30만원),"43,813","43,813 원",130 원,129 원,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,DB손보,(무)펫블리 반려묘보험2605,반려동물 장례지원비(고양이),반려동물이 장례지원비 보장개시일(계약일로부터 30일이 지난날의 다음날) 이후에 사망한 경우,보험가입금액(30만원),"43,813","43,783",130.1,129.4,,,,,,,,,,,,,,,,,,
DB손보,(무)펫블리 반려묘보험2605,,반려동물의료비Ⅴ 치과및구강질환 확장보장(고양이)(실손),"치석제거 및 치아부정교합 등 치과치료비용, 구강내 질환을 원인으로 국내에서 수의사에게 치료를 받은 경우",보험가입금액(2000만원),,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,반려동물의료비Ⅴ 치과및구강질환 확장보장(고양이)(실손),"치석제거 및 치아부정교합 등 치과치료비용, 구강내 질환을 원인으로 국내에서 수의사에게 치료를 받은 경우",보험가입금액(2000만원),,,,,,,,,,,,,,,,,,,,,,
DB손보,(무)펫블리 반려묘보험2605,,"반려동물의료비Ⅴ(고양이)(MRI,CT,내시경 검사시 보장금액확대)(연간1회한)","피보험자가 보험기간 중 반려동물에게 상해 또는 질병이 발생하여 치료를 직접적인 목적으로 영상검사(MRI,CT,내시경)를 시행한 경우",보험가입금액(100만원),,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,"반려동물의료비Ⅴ(고양이)(MRI,CT,내시경 검사시 보장금액확대)(연간1회한)","피보험자가 보험기간 중 반려동물에게 상해 또는 질병이 발생하여 치료를 직접적인 목적으로 영상검사(MRI,CT,내시경)를 시행한 경우",보험가입금액(100만원),,,,,,,,,,,,,,,,,,,,,,
DB손보,(무)펫블리 반려묘보험2605,,반려동물의료비Ⅴ(고양이)(실손),반려동물이 의료비 보장개시일 이후에 상해 또는 질병으로 인하여 국내에서 수의사에게 치료를 받은 경우,보험가입금액(2000만원),,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,반려동물의료비Ⅴ(고양이)(실손),반려동물이 의료비 보장개시일 이후에 상해 또는 질병으로 인하여 국내에서 수의사에게 치료를 받은 경우,보험가입금액(2000만원),,,,,,,,,,,,,,,,,,,,,,
DB손보,(무)펫블리 반려묘보험2605,,상해80%이상후유장해,피보험자가 보험기간 중 급격하고도 우연한 외래의 사고로 인해 신체에 상해를 입고 그 직접결과로써 80%이상 후유장해가 발생한 경우,보험가입금액(1천만원),,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,상해80%이상후유장해,피보험자가 보험기간 중 급격하고도 우연한 외래의 사고로 인해 신체에 상해를 입고 그 직접결과로써 80%이상 후유장해가 발생한 경우,보험가입금액(1천만원),,,,,,,,,,,,,,,,,,,,,,
DB손보,(무)더간단 펫블리 반려묘보험2605(1종),(무)더간단 펫블리 반려묘보험2605(1종),반려동물 배상책임(고양이) 3백만원,보험증권에 기재된 반려동물이 사망하고 농림축산식품부령에서 정하는 바에 따라 허가를 받은 동물장묘업체에서 장례를 치른 경우,보험가입금액(300만원),"43,838","43,838 원",115 원,115 원,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,DB손보,(무)더간단 펫블리 반려묘보험2605(1종),반려동물 배상책임(고양이) 3백만원,보험증권에 기재된 반려동물이 사망하고 농림축산식품부령에서 정하는 바에 따라 허가를 받은 동물장묘업체에서 장례를 치른 경우,보험가입금액(300만원),"43,838","43,838",115.2,115.2,,,,,,,,,,,,,,,,,,
DB손보,(무)더간단 펫블리 반려묘보험2605(1종),,반려동물 장례지원비(고양이)(갱신형),보험증권에 기재된 반려동물이 보험기간 중에 사망한 경우,보험가입금액(30만원),,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,반려동물 장례지원비(고양이)(갱신형),보험증권에 기재된 반려동물이 보험기간 중에 사망한 경우,보험가입금액(30만원),,,,,,,,,,,,,,,,,,,,,,
DB손보,(무)더간단 펫블리 반려묘보험2605(1종),,"반려동물의료비Ⅴ(고양이)(MRI,CT,내시경 검사시 보장금액확대)(연간1회한)(실손)(갱신형)","피보험자가 보험기간 중 반려동물에게 상해 또는 질병이 발생하여 치료를 직접적인 목적으로 영상검사(MRI,CT,내시경)를 시행한 경우",보험가입금액(100만원),,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,"반려동물의료비Ⅴ(고양이)(MRI,CT,내시경 검사시 보장금액확대)(연간1회한)(실손)(갱신형)","피보험자가 보험기간 중 반려동물에게 상해 또는 질병이 발생하여 치료를 직접적인 목적으로 영상검사(MRI,CT,내시경)를 시행한 경우",보험가입금액(100만원),,,,,,,,,,,,,,,,,,,,,,
DB손보,(무)더간단 펫블리 반려묘보험2605(1종),,반려동물의료비Ⅴ(고양이)(실손)(갱신형),반려동물이 의료비 보장개시일 이후에 상해 또는 질병으로 인하여 국내에서 수의사에게 치료를 받은 경우,보험가입금액(2000만원),,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,반려동물의료비Ⅴ(고양이)(실손)(갱신형),반려동물이 의료비 보장개시일 이후에 상해 또는 질병으로 인하여 국내에서 수의사에게 치료를 받은 경우,보험가입금액(2000만원),,,,,,,,,,,,,,,,,,,,,,
DB손보,(무)더간단 펫블리 반려묘보험2605(1종),,반려동물의료비Ⅴ치과및구강질환 확장보장(고양이)(실손)(갱신형),"치석제거 및 치아부정교합 등 치과치료비용, 구강내 질환을 원인으로 국내에서 수의사에게 치료를 받은 경우",,,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,반려동물의료비Ⅴ치과및구강질환 확장보장(고양이)(실손)(갱신형),"치석제거 및 치아부정교합 등 치과치료비용, 구강내 질환을 원인으로 국내에서 수의사에게 치료를 받은 경우",,,,,,,,,,,,,,,,,,,,,,,
DB손보,(무)더간단 펫블리 반려묘보험2605(2종),(무)더간단 펫블리 반려묘보험2605(2종),반려동물 장례지원비(고양이)(갱신형),보험증권에 기재된 반려동물이 보험기간 중에 사망한 경우,보험가입금액(30만원),"17,431","17,431 원",115 원,115 원,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,DB손보,(무)더간단 펫블리 반려묘보험2605(2종),반려동물 장례지원비(고양이)(갱신형),보험증권에 기재된 반려동물이 보험기간 중에 사망한 경우,보험가입금액(30만원),"17,431","17,431",115.4,115.4,,,,,,,,,,,,,,,,,,
DB손보,(무)더간단 펫블리 반려묘보험2605(2종),,반려동물의료비Ⅵ 치과및구강질환 확장보장(실손)(갱신형),"치석제거 및 치아부정교합 등 치과치료비용, 구강내 질환을 원인으로 국내에서 수의사에게 치료를 받은 경우",보험가입금액(700만원),,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,반려동물의료비Ⅵ 치과및구강질환 확장보장(실손)(갱신형),"치석제거 및 치아부정교합 등 치과치료비용, 구강내 질환을 원인으로 국내에서 수의사에게 치료를 받은 경우",보험가입금액(700만원),,,,,,,,,,,,,,,,,,,,,,
DB손보,(무)더간단 펫블리 반려묘보험2605(2종),,반려동물의료비Ⅵ(실손)(갱신형),반려동물이 의료비 보장개시일 이후에 상해 또는 질병으로 인하여 국내에서 수의사에게 치료를 받은 경우,,,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,반려동물의료비Ⅵ(실손)(갱신형),반려동물이 의료비 보장개시일 이후에 상해 또는 질병으로 인하여 국내에서 수의사에게 치료를 받은 경우,,,,,,,,,,,,,,,,,,,,,,,
DB손보,(무)다이렉트 펫블리 반려묘보험2605(CM),(무)다이렉트 펫블리 반려묘보험2605(CM),반려동물 장례지원비(고양이)(갱신형),반려동물이 장례지원비보장개시일(계약일로부터 30일이 지난날의 다음날) 이후에 사망한 경우,보험가입금액(30만원),"34,727","34,727 원",108 원,107 원,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,DB손보,(무)다이렉트 펫블리 반려묘보험2605(CM),반려동물 장례지원비(고양이)(갱신형),반려동물이 장례지원비보장개시일(계약일로부터 30일이 지난날의 다음날) 이후에 사망한 경우,보험가입금액(30만원),"34,727","34,707",108.1,107.5,,,,,,,,,,,,,,,,,,
DB손보,(무)다이렉트 펫블리 반려묘보험2605(CM),,"반려동물의료비Ⅴ(고양이)(MRI,CT,내시경 검사시 보장금액확대)(연간1회한)(실손)","피보험자가 보험기간 중 반려동물에게 상해 또는 질병이 발생하여 치료를 직접적인 목적으로 영상검사(MRI,CT,내시경)를 시행한 경우",보험가입금액(100만원),,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,"반려동물의료비Ⅴ(고양이)(MRI,CT,내시경 검사시 보장금액확대)(연간1회한)(실손)","피보험자가 보험기간 중 반려동물에게 상해 또는 질병이 발생하여 치료를 직접적인 목적으로 영상검사(MRI,CT,내시경)를 시행한 경우",보험가입금액(100만원),,,,,,,,,,,,,,,,,,,,,,
DB손보,(무)다이렉트 펫블리 반려묘보험2605(CM),,반려동물의료비Ⅴ(고양이)(실손),반려동물이 의료비 보장개시일 이후에 상해 또는 질병으로 인하여 국내에서 수의사에게 치료를 받은 경우,보험가입금액(1000만원),,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,반려동물의료비Ⅴ(고양이)(실손),반려동물이 의료비 보장개시일 이후에 상해 또는 질병으로 인하여 국내에서 수의사에게 치료를 받은 경우,보험가입금액(1000만원),,,,,,,,,,,,,,,,,,,,,,
DB손보,(무)다이렉트 펫블리 반려묘보험2605(CM),,반려동물의료비Ⅴ치과및구강질환확장보장(고양이)(실손),"치석제거 및 치아부정교합 등 치과치료비용, 구강내 질환을 원인으로 국내에서 수의사에게 치료를 받은 경우",,,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,반려동물의료비Ⅴ치과및구강질환확장보장(고양이)(실손),"치석제거 및 치아부정교합 등 치과치료비용, 구강내 질환을 원인으로 국내에서 수의사에게 치료를 받은 경우",,,,,,,,,,,,,,,,,,,,,,,
DB손보,(무)다이렉트 펫블리 반려묘보험2605(CM),,상해80%이상후유장해(최초1회한),피보험자가 보험기간 중 급격하고도 우연한 외래의 사고로 인해 신체에 상해를 입고 그 직접결과로써 80%이상 후유장해가 발생한 경우,보험가입금액(1천만원),,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,상해80%이상후유장해(최초1회한),피보험자가 보험기간 중 급격하고도 우연한 외래의 사고로 인해 신체에 상해를 입고 그 직접결과로써 80%이상 후유장해가 발생한 경우,보험가입금액(1천만원),,,,,,,,,,,,,,,,,,,,,,
DB손보,(무)펫블리 반려견 의료비보험2605(재가입용),(무)펫블리 반려견 의료비보험2605(재가입용),"반려동물의료비Ⅴ(MRI,CT,내시경 검사시 보장금액 확대)(실손)","반려동물이 의료비보장개시일 이후에 발생한 상해 또는 질병으로 인하여 국내에서 수의사가 치료를 목적으로 영상검사(MRI,CT,내시경)를 시행한 경우",보험가입금액(100만원),"42,530","42,530 원",100 원,100 원,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,DB손보,(무)펫블리 반려견 의료비보험2605(재가입용),"반려동물의료비Ⅴ(MRI,CT,내시경 검사시 보장금액 확대)(실손)","반려동물이 의료비보장개시일 이후에 발생한 상해 또는 질병으로 인하여 국내에서 수의사가 치료를 목적으로 영상검사(MRI,CT,내시경)를 시행한 경우",보험가입금액(100만원),"42,530","42,530",100.7,100.7,,,,,,,,,,,,,,,,,,
DB손보,(무)펫블리 반려견 의료비보험2605(재가입용),,반려동물의료비Ⅴ(슬관절/고관절탈구포함(1년이후))(실손),반려동물이 의료비 보장개시일 이후에 상해 또는 질병으로 인하여 국내에서 수의사에게 치료를 받은 경우(슬관절/고관절 포함),보험가입금액(2000만원),,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,반려동물의료비Ⅴ(슬관절/고관절탈구포함(1년이후))(실손),반려동물이 의료비 보장개시일 이후에 상해 또는 질병으로 인하여 국내에서 수의사에게 치료를 받은 경우(슬관절/고관절 포함),보험가입금액(2000만원),,,,,,,,,,,,,,,,,,,,,,
DB손보,(무)펫블리 반려견 의료비보험2605(재가입용),,반려동물의료비Ⅴ(항암약물 치료시 보장금액 확대)(실손),반려동물이 보장개시일 이후에 암으로 인하여 국내에서 수의사가 치료 중 항암약물치료를 시행한 경우,보험가입금액(20만원),,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,반려동물의료비Ⅴ(항암약물 치료시 보장금액 확대)(실손),반려동물이 보장개시일 이후에 암으로 인하여 국내에서 수의사가 치료 중 항암약물치료를 시행한 경우,보험가입금액(20만원),,,,,,,,,,,,,,,,,,,,,,
DB손보,(무)펫블리 반려견 의료비보험2605(재가입용),,반려동물의료비Ⅴ치과및구강질환확장(실손),"치석제거 및 치아부정교합 등 치과치료비용, 구강내 질환을 원인으로 국내에서 수의사에게 치료를 받은 경우",보험가입금액(2000만원),,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,반려동물의료비Ⅴ치과및구강질환확장(실손),"치석제거 및 치아부정교합 등 치과치료비용, 구강내 질환을 원인으로 국내에서 수의사에게 치료를 받은 경우",보험가입금액(2000만원),,,,,,,,,,,,,,,,,,,,,,
DB손보,(무)펫블리 반려견 의료비보험2605(재가입용),,반려동물의료비Ⅴ특정피부약물치료확장(실손),특정피부약물치료를 원인으로 국내에서 수의사에게 치료를 받은 경우,,,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,반려동물의료비Ⅴ특정피부약물치료확장(실손),특정피부약물치료를 원인으로 국내에서 수의사에게 치료를 받은 경우,,,,,,,,,,,,,,,,,,,,,,,
DB손보,(무)다이렉트 펫블리 반려견 의료비보험2605(CM)(재가입용),(무)다이렉트 펫블리 반려견 의료비보험2605(CM)(재가입용),"반려동물의료비Ⅵ(MRI,CT,내시경 검사시 보장금액 확대)(실손)","반려동물이 의료비보장개시일 이후에 발생한 상해 또는 질병으로 인하여 국내에서 수의사가 치료를 목적으로 영상검사(MRI,CT,내시경)를 시행한 경우",보험가입금액(100만원),"35,727","35,727 원",97 원,96 원,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,DB손보,(무)다이렉트 펫블리 반려견 의료비보험2605(CM)(재가입용),"반려동물의료비Ⅵ(MRI,CT,내시경 검사시 보장금액 확대)(실손)","반려동물이 의료비보장개시일 이후에 발생한 상해 또는 질병으로 인하여 국내에서 수의사가 치료를 목적으로 영상검사(MRI,CT,내시경)를 시행한 경우",보험가입금액(100만원),"35,727","35,727",97.5,96.9,,,,,,,,,,,,,,,,,,
DB손보,(무)다이렉트 펫블리 반려견 의료비보험2605(CM)(재가입용),,반려동물의료비Ⅵ(슬관절/고관절탈구포함(1년이후))(실손),반려동물이 의료비 보장개시일 이후에 상해 또는 질병으로 인하여 국내에서 수의사에게 치료를 받은 경우(슬관절/고관절 포함),보험가입금액(1000만원),,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,반려동물의료비Ⅵ(슬관절/고관절탈구포함(1년이후))(실손),반려동물이 의료비 보장개시일 이후에 상해 또는 질병으로 인하여 국내에서 수의사에게 치료를 받은 경우(슬관절/고관절 포함),보험가입금액(1000만원),,,,,,,,,,,,,,,,,,,,,,
DB손보,(무)다이렉트 펫블리 반려견 의료비보험2605(CM)(재가입용),,반려동물의료비Ⅵ(항암약물 치료시 보장금액 확대)(실손),반려동물이 보장개시일 이후에 암으로 인하여 국내에서 수의사가 치료 중 항암약물치료를 시행한 경우,보험가입금액(20만원),,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,반려동물의료비Ⅵ(항암약물 치료시 보장금액 확대)(실손),반려동물이 보장개시일 이후에 암으로 인하여 국내에서 수의사가 치료 중 항암약물치료를 시행한 경우,보험가입금액(20만원),,,,,,,,,,,,,,,,,,,,,,
DB손보,(무)다이렉트 펫블리 반려견 의료비보험2605(CM)(재가입용),,반려동물의료비Ⅵ치과및구강질환확장(실손),"치석제거 및 치아부정교합 등 치과치료비용, 구강내 질환을 원인으로 국내에서 수의사에게 치료를 받은 경우",보험가입금액(1000만원),,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,반려동물의료비Ⅵ치과및구강질환확장(실손),"치석제거 및 치아부정교합 등 치과치료비용, 구강내 질환을 원인으로 국내에서 수의사에게 치료를 받은 경우",보험가입금액(1000만원),,,,,,,,,,,,,,,,,,,,,,
DB손보,(무)다이렉트 펫블리 반려견 의료비보험2605(CM)(재가입용),,반려동물의료비Ⅵ특정피부약물치료확장(실손),특정피부약물치료를 원인으로 국내에서 수의사에게 치료를 받은 경우,,,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,반려동물의료비Ⅵ특정피부약물치료확장(실손),특정피부약물치료를 원인으로 국내에서 수의사에게 치료를 받은 경우,,,,,,,,,,,,,,,,,,,,,,,
DB손보,(무)펫블리 반려묘 의료비보험2605(재가입용),(무)펫블리 반려묘 의료비보험2605(재가입용),"반려동물의료비Ⅴ(고양이)(MRI,CT,내시경 검사시 보장금액확대)(연간1회한)(실손)(갱신형)","피보험자가 보험기간 중 반려동물에게 상해 또는 질병이 발생하여 치료를 직접적인 목적으로 영상검사(MRI,CT,내시경)를 시행한 경우",보험가입금액(100만원),"38,997","38,997 원",101 원,101 원,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,DB손보,(무)펫블리 반려묘 의료비보험2605(재가입용),"반려동물의료비Ⅴ(고양이)(MRI,CT,내시경 검사시 보장금액확대)(연간1회한)(실손)(갱신형)","피보험자가 보험기간 중 반려동물에게 상해 또는 질병이 발생하여 치료를 직접적인 목적으로 영상검사(MRI,CT,내시경)를 시행한 경우",보험가입금액(100만원),"38,997","38,997",101.7,101.7,,,,,,,,,,,,,,,,,,
DB손보,(무)펫블리 반려묘 의료비보험2605(재가입용),,반려동물의료비Ⅴ(고양이)(실손)(갱신형),반려동물이 의료비 보장개시일 이후에 상해 또는 질병으로 인하여 국내에서 수의사에게 치료를 받은 경우,보험가입금액(2000만원),,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,반려동물의료비Ⅴ(고양이)(실손)(갱신형),반려동물이 의료비 보장개시일 이후에 상해 또는 질병으로 인하여 국내에서 수의사에게 치료를 받은 경우,보험가입금액(2000만원),,,,,,,,,,,,,,,,,,,,,,
DB손보,(무)펫블리 반려묘 의료비보험2605(재가입용),,반려동물의료비Ⅴ치과및구강질환 확장보장(고양이)(실손)(갱신형),"치석제거 및 치아부정교합 등 치과치료비용, 구강내 질환을 원인으로 국내에서 수의사에게 치료를 받은 경우",,,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,반려동물의료비Ⅴ치과및구강질환 확장보장(고양이)(실손)(갱신형),"치석제거 및 치아부정교합 등 치과치료비용, 구강내 질환을 원인으로 국내에서 수의사에게 치료를 받은 경우",,,,,,,,,,,,,,,,,,,,,,,
