보험회사,상품명,구분,담보명(급부명),지급사유,지급금액,가입금액,남성보험료,여성보험료,기준보험료,가입보험료,적용이율,갱신구분,판매채널,기준일자,상세안내,연락처,source_file,원본_열_0,원본_열_1,원본_열_2,원본_열_3,원본_열_4,원본_열_5,원본_열_6,원본_열_7,원본_열_8,원본_열_9,원본_열_10,원본_열_11,원본_열_12,원본_열_13,원본_열_14,원본_열_15,원본_열_16,원본_열_17,원본_열_18,원본_열_19,원본_열_20,원본_열_21,원본_열_22,원본_열_23,원본_열_24,원본_열_25,원본_열_26,원본_열_27
KB손보,KB 금쪽같은 펫보험(고양이)(무배당)(26.01),,일반상해80%이상후유장해,보험기간 중 일반상해사고로 80%이상 후유장해시,보험가입금액(최초1회한),,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,일반상해80%이상후유장해,보험기간 중 일반상해사고로 80%이상 후유장해시,보험가입금액(최초1회한),,,,,,,,,,,,,,,,,,,,,,
KB손보,KB 금쪽같은 펫보험(강아지)(무배당)(26.01),KB 금쪽같은 펫보험(강아지)(무배당)(26.01),"무지개다리위로금(강아지, 사망)【갱신계약】",보험기간 중 반려견이 사망시,보험가입금액,"43,759","43,759 원",124 원,126 원,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,KB손보,KB 금쪽같은 펫보험(강아지)(무배당)(26.01),"무지개다리위로금(강아지, 사망)【갱신계약】",보험기간 중 반려견이 사망시,보험가입금액,"43,759","41,479",124.6,126.7,,,,,,,,,,,,,,,,,,
KB손보,KB 금쪽같은 펫보험(강아지)(무배당)(26.01),,반려동물배상책임(강아지)【갱신계약】,보험기간 중 약관에서 정한 배상책임 사항이 발생하는 경우,보험가입금액 한도,,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,반려동물배상책임(강아지)【갱신계약】,보험기간 중 약관에서 정한 배상책임 사항이 발생하는 경우,보험가입금액 한도,,,,,,,,,,,,,,,,,,,,,,
KB손보,KB 금쪽같은 펫보험(강아지)(무배당)(26.01),,반려동물양육자금Ⅰ(일반상해사망),보험기간 중 일반상해사고로 사망시,보험가입금액,,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,반려동물양육자금Ⅰ(일반상해사망),보험기간 중 일반상해사고로 사망시,보험가입금액,,,,,,,,,,,,,,,,,,,,,,
KB손보,KB 금쪽같은 펫보험(강아지)(무배당)(26.01),,반려동물양육자금Ⅱ(질병사망),보험기간 중 질병으로 인한 사망시,,,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,반려동물양육자금Ⅱ(질병사망),보험기간 중 질병으로 인한 사망시,,,,,,,,,,,,,,,,,,,,,,,
KB손보,KB 금쪽같은 펫보험(강아지)(무배당)(26.01),,반려동물의료비Ⅱ(강아지),보험기간 중 약관에서 정한 반려견의 치료가 발생한 경우,보험가입금액 한도,,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,반려동물의료비Ⅱ(강아지),보험기간 중 약관에서 정한 반려견의 치료가 발생한 경우,보험가입금액 한도,,,,,,,,,,,,,,,,,,,,,,
KB손보,KB 금쪽같은 펫보험(강아지)(무배당)(26.01),,일반상해80%이상후유장해,보험기간 중 일반상해사고로 80%이상 후유장해시,보험가입금액(최초1회한),,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,일반상해80%이상후유장해,보험기간 중 일반상해사고로 80%이상 후유장해시,보험가입금액(최초1회한),,,,,,,,,,,,,,,,,,,,,,
KB손보,KB 다이렉트 금쪽같은 펫보험(고양이)(무배당)(26.05),KB 다이렉트 금쪽같은 펫보험(고양이)(무배당)(26.05),"무지개다리위로금(고양이, 사망)【갱신계약】",보험기간 중 반려묘가 사망시,보험가입금액,"43,168","43,168 원",104 원,104 원,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,KB손보,KB 다이렉트 금쪽같은 펫보험(고양이)(무배당)(26.05),"무지개다리위로금(고양이, 사망)【갱신계약】",보험기간 중 반려묘가 사망시,보험가입금액,"43,168","41,958",104.7,104.6,,,,,,,,,,,,,,,,,,
KB손보,KB 다이렉트 금쪽같은 펫보험(고양이)(무배당)(26.05),,반려동물양육자금Ⅰ(일반상해사망),보험기간 중 일반상해사고로 사망시,,,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,반려동물양육자금Ⅰ(일반상해사망),보험기간 중 일반상해사고로 사망시,,,,,,,,,,,,,,,,,,,,,,,
KB손보,KB 다이렉트 금쪽같은 펫보험(고양이)(무배당)(26.05),,반려동물의료비Ⅱ(고양이),보험기간 중 약관에서 정한 반려묘의 치료가 발생한 경우,보험가입금액 한도,,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,반려동물의료비Ⅱ(고양이),보험기간 중 약관에서 정한 반려묘의 치료가 발생한 경우,보험가입금액 한도,,,,,,,,,,,,,,,,,,,,,,
KB손보,KB 다이렉트 금쪽같은 펫보험(고양이)(무배당)(26.05),,일반상해80%이상후유장해,보험기간 중 일반상해사고로 80%이상 후유장해시,보험가입금액(최초1회한),,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,일반상해80%이상후유장해,보험기간 중 일반상해사고로 80%이상 후유장해시,보험가입금액(최초1회한),,,,,,,,,,,,,,,,,,,,,,
KB손보,KB 다이렉트 금쪽같은 펫보험(강아지)(무배당)(26.05),KB 다이렉트 금쪽같은 펫보험(강아지)(무배당)(26.05),"무지개다리위로금(강아지, 사망)【갱신계약】",보험기간 중 반려견이 사망시,보험가입금액,"35,999","35,999 원",109 원,109 원,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,KB손보,KB 다이렉트 금쪽같은 펫보험(강아지)(무배당)(26.05),"무지개다리위로금(강아지, 사망)【갱신계약】",보험기간 중 반려견이 사망시,보험가입금액,"35,999","34,789",109.1,109.2,,,,,,,,,,,,,,,,,,
KB손보,KB 다이렉트 금쪽같은 펫보험(강아지)(무배당)(26.05),,반려동물배상책임(강아지)【갱신계약】,보험기간 중 약관에서 정한 배상책임 사항이 발생하는 경우,보험가입금액 한도,,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,반려동물배상책임(강아지)【갱신계약】,보험기간 중 약관에서 정한 배상책임 사항이 발생하는 경우,보험가입금액 한도,,,,,,,,,,,,,,,,,,,,,,
KB손보,KB 다이렉트 금쪽같은 펫보험(강아지)(무배당)(26.05),,반려동물양육자금Ⅰ(일반상해사망),보험기간 중 일반상해사고로 사망시,보험가입금액,,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,반려동물양육자금Ⅰ(일반상해사망),보험기간 중 일반상해사고로 사망시,보험가입금액,,,,,,,,,,,,,,,,,,,,,,
KB손보,KB 다이렉트 금쪽같은 펫보험(강아지)(무배당)(26.05),,반려동물의료비Ⅱ(강아지),보험기간 중 약관에서 정한 반려견의 치료가 발생한 경우,보험가입금액 한도,,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,반려동물의료비Ⅱ(강아지),보험기간 중 약관에서 정한 반려견의 치료가 발생한 경우,보험가입금액 한도,,,,,,,,,,,,,,,,,,,,,,
KB손보,KB 다이렉트 금쪽같은 펫보험(강아지)(무배당)(26.05),,일반상해80%이상후유장해,보험기간 중 일반상해사고로 80%이상 후유장해시,보험가입금액(최초1회한),,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,일반상해80%이상후유장해,보험기간 중 일반상해사고로 80%이상 후유장해시,보험가입금액(최초1회한),,,,,,,,,,,,,,,,,,,,,,
KB손보,KB 금쪽같은 펫보험(강아지)(재가입용)(무배당)(26.05),KB 금쪽같은 펫보험(강아지)(재가입용)(무배당)(26.05),반려동물의료비Ⅱ(강아지),보험기간 중 약관에서 정한 반려견의 치료가 발생한 경우,보험가입금액 한도,"64,148","64,148 원",102 원,102 원,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,KB손보,KB 금쪽같은 펫보험(강아지)(재가입용)(무배당)(26.05),반려동물의료비Ⅱ(강아지),보험기간 중 약관에서 정한 반려견의 치료가 발생한 경우,보험가입금액 한도,"64,148","64,148",102.6,102.6,,,,,,,,,,,,,,,,,,
KB손보,KB 금쪽같은 펫보험(강아지)(재가입용)(무배당)(26.05),,반려동물의료비확장보장Ⅱ(주요치료)(강아지),,,,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,반려동물의료비확장보장Ⅱ(주요치료)(강아지),,,,,,,,,,,,,,,,,,,,,,,,
KB손보,KB 금쪽같은 펫보험(고양이)(재가입용)(무배당)(26.05),KB 금쪽같은 펫보험(고양이)(재가입용)(무배당)(26.05),반려동물의료비Ⅱ(고양이),보험기간 중 약관에서 정한 반려묘의 치료가 발생한 경우,보험가입금액 한도,"45,140","45,140 원",97 원,97 원,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,KB손보,KB 금쪽같은 펫보험(고양이)(재가입용)(무배당)(26.05),반려동물의료비Ⅱ(고양이),보험기간 중 약관에서 정한 반려묘의 치료가 발생한 경우,보험가입금액 한도,"45,140","45,140",97.7,97.7,,,,,,,,,,,,,,,,,,
KB손보,KB 금쪽같은 펫보험(고양이)(재가입용)(무배당)(26.05),,반려동물의료비확장보장Ⅱ(주요치료)(고양이),,,,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,반려동물의료비확장보장Ⅱ(주요치료)(고양이),,,,,,,,,,,,,,,,,,,,,,,,
KB손보,KB 다이렉트 금쪽같은 펫보험(강아지)(재가입용)(무배당)(26.05),KB 다이렉트 금쪽같은 펫보험(강아지)(재가입용)(무배당)(26.05),반려동물의료비Ⅱ(강아지),보험기간 중 약관에서 정한 반려견의 치료가 발생한 경우,보험가입금액 한도,"56,342","56,342 원",90 원,90 원,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,KB손보,KB 다이렉트 금쪽같은 펫보험(강아지)(재가입용)(무배당)(26.05),반려동물의료비Ⅱ(강아지),보험기간 중 약관에서 정한 반려견의 치료가 발생한 경우,보험가입금액 한도,"56,342","56,342",90.1,90.1,,,,,,,,,,,,,,,,,,
KB손보,KB 다이렉트 금쪽같은 펫보험(강아지)(재가입용)(무배당)(26.05),,반려동물의료비확장보장Ⅱ(주요치료)(강아지),,,,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,반려동물의료비확장보장Ⅱ(주요치료)(강아지),,,,,,,,,,,,,,,,,,,,,,,,
KB손보,KB 다이렉트 금쪽같은 펫보험(고양이)(재가입용)(무배당)(26.05),KB 다이렉트 금쪽같은 펫보험(고양이)(재가입용)(무배당)(26.05),반려동물의료비Ⅱ(고양이),보험기간 중 약관에서 정한 반려묘의 치료가 발생한 경우,보험가입금액 한도,"39,737","39,737 원",86 원,86 원,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,KB손보,KB 다이렉트 금쪽같은 펫보험(고양이)(재가입용)(무배당)(26.05),반려동물의료비Ⅱ(고양이),보험기간 중 약관에서 정한 반려묘의 치료가 발생한 경우,보험가입금액 한도,"39,737","39,737",86,86,,,,,,,,,,,,,,,,,,
KB손보,KB 다이렉트 금쪽같은 펫보험(고양이)(재가입용)(무배당)(26.05),,반려동물의료비확장보장Ⅱ(주요치료)(고양이),,,,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,반려동물의료비확장보장Ⅱ(주요치료)(고양이),,,,,,,,,,,,,,,,,,,,,,,,
DB손보,(무)펫블리 반려묘보험2604,(무)펫블리 반려묘보험2604,반려동물 장례지원비(고양이),반려동물이 장례지원비 보장개시일(계약일로부터 30일이 지난날의 다음날) 이후에 사망한 경우,보험가입금액(30만원),"22,877","22,877 원",127 원,126 원,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,DB손보,(무)펫블리 반려묘보험2604,반려동물 장례지원비(고양이),반려동물이 장례지원비 보장개시일(계약일로부터 30일이 지난날의 다음날) 이후에 사망한 경우,보험가입금액(30만원),"22,877","22,847",127.5,126.8,,,,,,,,,,,,,,,,,,
DB손보,(무)펫블리 반려묘보험2604,,반려동물의료비Ⅴ 치과및구강질환 확장보장(고양이)(실손),"치석제거 및 치아부정교합 등 치과치료비용, 구강내 질환을 원인으로 국내에서 수의사에게 치료를 받은 경우",보험가입금액(1000만원),,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,반려동물의료비Ⅴ 치과및구강질환 확장보장(고양이)(실손),"치석제거 및 치아부정교합 등 치과치료비용, 구강내 질환을 원인으로 국내에서 수의사에게 치료를 받은 경우",보험가입금액(1000만원),,,,,,,,,,,,,,,,,,,,,,
DB손보,(무)펫블리 반려묘보험2604,,"반려동물의료비Ⅴ(고양이)(MRI,CT,내시경 검사시 보장금액확대)(연간1회한)","피보험자가 보험기간 중 반려동물에게 상해 또는 질병이 발생하여 치료를 직접적인 목적으로 영상검사(MRI,CT,내시경)를 시행한 경우",보험가입금액(100만원),,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,"반려동물의료비Ⅴ(고양이)(MRI,CT,내시경 검사시 보장금액확대)(연간1회한)","피보험자가 보험기간 중 반려동물에게 상해 또는 질병이 발생하여 치료를 직접적인 목적으로 영상검사(MRI,CT,내시경)를 시행한 경우",보험가입금액(100만원),,,,,,,,,,,,,,,,,,,,,,
DB손보,(무)펫블리 반려묘보험2604,,반려동물의료비Ⅴ(고양이)(실손),반려동물이 의료비 보장개시일 이후에 상해 또는 질병으로 인하여 국내에서 수의사에게 치료를 받은 경우,보험가입금액(1000만원),,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,반려동물의료비Ⅴ(고양이)(실손),반려동물이 의료비 보장개시일 이후에 상해 또는 질병으로 인하여 국내에서 수의사에게 치료를 받은 경우,보험가입금액(1000만원),,,,,,,,,,,,,,,,,,,,,,
DB손보,(무)펫블리 반려묘보험2604,,상해80%이상후유장해,피보험자가 보험기간 중 급격하고도 우연한 외래의 사고로 인해 신체에 상해를 입고 그 직접결과로써 80%이상 후유장해가 발생한 경우,보험가입금액(1천만원),,,,,,,비갱신형,,,,,장기보장성 비교 공시 (10).xls,,,,상해80%이상후유장해,피보험자가 보험기간 중 급격하고도 우연한 외래의 사고로 인해 신체에 상해를 입고 그 직접결과로써 80%이상 후유장해가 발생한 경우,보험가입금액(1천만원),,,,,,,,,,,,,,,,,,,,,,
